Team,Spielernummer,Anzahl,Event,Jahr
"AFC Königsbrunn Ants","33","1","Strafe","2024"
"AFC Königsbrunn Ants","33","1","Touchdown","2024"
"AFC Königsbrunn Ants","35","4","Touchdown","2024"
"AFC Königsbrunn Ants","35","2","1-Extra-Punkt","2024"
"AFC Königsbrunn Ants","35","3","First Down","2024"
"AFC Königsbrunn Ants","55","1","Strafe","2024"
"AFC Königsbrunn Ants","55","1","Interception","2024"
"AFC Königsbrunn Ants","56","2","Strafe","2024"
"AFC Königsbrunn Ants","56","1","Touchdown","2024"
"AFC Königsbrunn Ants","56","2","1-Extra-Punkt","2024"
"AFC Königsbrunn Ants","56","4","First Down","2024"
"AFC Königsbrunn Ants","61","1","Safety (+2)","2024"
"AFC Königsbrunn Ants","61","8","Interception","2024"
"AFC Königsbrunn Ants","61","1","Strafe","2024"
"AFC Königsbrunn Ants","61","2","Touchdown","2024"
"AFC Königsbrunn Ants","61","1","First Down","2024"
"AFC Königsbrunn Ants","63","7","First Down","2024"
"AFC Königsbrunn Ants","63","1","1-Extra-Punkt","2024"
"AFC Königsbrunn Ants","63","1","Touchdown","2024"
"AFC Königsbrunn Ants","73","2","Interception","2024"
"AFC Königsbrunn Ants","79","3","Interception","2024"
"AFC Königsbrunn Ants","84","2","1-Extra-Punkt","2024"
"AFC Königsbrunn Ants","84","1","Touchdown","2024"
"AFC Königsbrunn Ants","84","1","First Down","2024"
"AFC Königsbrunn Ants","84","1","Strafe","2024"
"Amberg Mad Bulldogs","0","10","Touchdown","2024"
"Amberg Mad Bulldogs","0","2","Interception","2024"
"Amberg Mad Bulldogs","0","1","2-Extra-Punkte","2024"
"Amberg Mad Bulldogs","0","5","Strafe","2024"
"Amberg Mad Bulldogs","0","10","First Down","2024"
"Amberg Mad Bulldogs","7","4","Strafe","2024"
"Amberg Mad Bulldogs","7","1","First Down","2024"
"Amberg Mad Bulldogs","7","2","Touchdown","2024"
"Amberg Mad Bulldogs","9","2","Interception","2024"
"Amberg Mad Bulldogs","9","1","Touchdown","2024"
"Amberg Mad Bulldogs","9","9","Strafe","2024"
"Amberg Mad Bulldogs","9","2","First Down","2024"
"Amberg Mad Bulldogs","11","3","Strafe","2024"
"Amberg Mad Bulldogs","26","1","2-Extra-Punkte","2024"
"Amberg Mad Bulldogs","26","1","First Down","2024"
"Amberg Mad Bulldogs","31","7","Strafe","2024"
"Amberg Mad Bulldogs","31","5","First Down","2024"
"Amberg Mad Bulldogs","31","3","Interception","2024"
"Amberg Mad Bulldogs","31","2","2-Extra-Punkte","2024"
"Amberg Mad Bulldogs","31","4","Touchdown","2024"
"Amberg Mad Bulldogs","37","1","Strafe","2024"
"Amberg Mad Bulldogs","37","1","Touchdown","2024"
"Amberg Mad Bulldogs","42","1","Strafe","2024"
"Amberg Mad Bulldogs","44","2","Interception","2024"
"Amberg Mad Bulldogs","47","1","First Down","2024"
"Amberg Mad Bulldogs","56","1","Strafe","2024"
"Amberg Mad Bulldogs","57","1","First Down","2024"
"Amberg Mad Bulldogs","59","3","Strafe","2024"
"Amberg Mad Bulldogs","59","1","2-Extra-Punkte","2024"
"Amberg Mad Bulldogs","59","1","First Down","2024"
"Amberg Mad Bulldogs","82","1","First Down","2024"
"Amberg Mad Bulldogs","82","1","Strafe","2024"
"Amberg Mad Bulldogs","88","2","First Down","2024"
"Amberg Mad Bulldogs","88","1","1-Extra-Punkt","2024"
"Ansbach Margraves","17","2","First Down","2023"
"Ansbach Margraves","47","2","Interception","2023"
"Ansbach Margraves","47","1","First Down","2023"
"Ansbach Margraves","65","1","First Down","2023"
"Ansbach Margraves","65","1","Touchdown","2023"
"Ansbach Margraves","65","1","Interception","2023"
"Ansbach Margraves","75","1","Strafe","2023"
"Ansbach Margraves","79","2","First Down","2023"
"Ansbach Margraves","89","1","Strafe","2023"
"Ansbach Margraves","89","1","First Down","2023"
"Ansbach Margraves","99","1","1-Extra-Punkt","2023"
"Ansbach Margraves","99","2","First Down","2023"
"Ansbach Margraves","10","3","Touchdown","2024"
"Ansbach Margraves","10","3","Interception","2024"
"Ansbach Margraves","10","1","1-Extra-Punkt","2024"
"Ansbach Margraves","11","1","Strafe","2024"
"Ansbach Margraves","17","1","First Down","2024"
"Ansbach Margraves","19","1","Strafe","2024"
"Ansbach Margraves","23","6","Touchdown","2024"
"Ansbach Margraves","23","8","First Down","2024"
"Ansbach Margraves","23","1","1-Extra-Punkt","2024"
"Ansbach Margraves","26","1","Strafe","2024"
"Ansbach Margraves","26","2","Interception","2024"
"Ansbach Margraves","26","1","Touchdown","2024"
"Ansbach Margraves","26","3","First Down","2024"
"Ansbach Margraves","26","1","1-Extra-Punkt","2024"
"Ansbach Margraves","35","1","Strafe","2024"
"Ansbach Margraves","35","4","Interception","2024"
"Ansbach Margraves","35","1","Touchdown","2024"
"Ansbach Margraves","39","7","First Down","2024"
"Ansbach Margraves","39","8","Touchdown","2024"
"Ansbach Margraves","39","2","1-Extra-Punkt","2024"
"Ansbach Margraves","47","3","Interception","2024"
"Ansbach Margraves","47","2","First Down","2024"
"Ansbach Margraves","47","3","Touchdown","2024"
"Ansbach Margraves","47","1","Strafe","2024"
"Ansbach Margraves","47","1","1-Extra-Punkt","2024"
"Ansbach Margraves","62","4","First Down","2024"
"Ansbach Margraves","62","2","Strafe","2024"
"Ansbach Margraves","62","1","1-Extra-Punkt","2024"
"Ansbach Margraves","74","1","Safety (+2)","2024"
"Ansbach Margraves","79","1","1-Extra-Punkt","2024"
"Ansbach Margraves","79","5","Touchdown","2024"
"Ansbach Margraves","79","4","First Down","2024"
"Ansbach Margraves","89","1","First Down","2024"
"Ansbach Margraves","89","2","Interception","2024"
"Ansbach Margraves","94","1","Strafe","2024"
"Ansbach Margraves","99","1","Touchdown","2024"
"Ansbach Margraves","99","2","First Down","2024"
"Ansbach Margraves","99","1","Strafe","2024"
"ASC Magdeburg e.V.","4","2","1-Extra-Punkt","2021"
"ASC Magdeburg e.V.","4","9","Touchdown","2021"
"ASC Magdeburg e.V.","4","2","First Down","2021"
"ASC Magdeburg e.V.","7","3","1-Extra-Punkt","2021"
"ASC Magdeburg e.V.","7","4","Touchdown","2021"
"ASC Magdeburg e.V.","7","1","First Down","2021"
"ASC Magdeburg e.V.","8","1","Interception","2021"
"ASC Magdeburg e.V.","10","4","Touchdown","2021"
"ASC Magdeburg e.V.","10","1","First Down","2021"
"ASC Magdeburg e.V.","10","1","Safety (+2)","2021"
"ASC Magdeburg e.V.","10","3","Interception","2021"
"ASC Magdeburg e.V.","10","3","1-Extra-Punkt","2021"
"ASC Magdeburg e.V.","13","1","1-Extra-Punkt","2021"
"ASC Magdeburg e.V.","13","1","Touchdown","2021"
"ASC Magdeburg e.V.","17","6","1-Extra-Punkt","2021"
"ASC Magdeburg e.V.","17","3","Touchdown","2021"
"ASC Magdeburg e.V.","19","1","1-Extra-Punkt","2021"
"ASC Magdeburg e.V.","43","1","Touchdown","2021"
"ASC Magdeburg e.V.","43","1","Interception","2021"
"ASC Magdeburg e.V.","47","2","Touchdown","2021"
"ASC Magdeburg e.V.","47","6","First Down","2021"
"ASC Magdeburg e.V.","55","1","Interception","2021"
"ASC Magdeburg e.V.","55","9","Touchdown","2021"
"ASC Magdeburg e.V.","55","1","First Down","2021"
"ASC Magdeburg e.V.","55","1","1-Extra-Punkt","2021"
"ASC Magdeburg e.V.","67","2","Interception","2021"
"ASC Magdeburg e.V.","67","2","Touchdown","2021"
"ASC Magdeburg e.V.","88","1","Interception","2021"
"ASC Magdeburg e.V.","2","4","Touchdown","2022"
"ASC Magdeburg e.V.","2","2","Strafe","2022"
"ASC Magdeburg e.V.","2","2","1-Extra-Punkt","2022"
"ASC Magdeburg e.V.","2","3","First Down","2022"
"ASC Magdeburg e.V.","3","1","First Down","2022"
"ASC Magdeburg e.V.","3","1","Touchdown","2022"
"ASC Magdeburg e.V.","4","6","First Down","2022"
"ASC Magdeburg e.V.","4","14","1-Extra-Punkt","2022"
"ASC Magdeburg e.V.","4","9","Touchdown","2022"
"ASC Magdeburg e.V.","7","5","Interception","2022"
"ASC Magdeburg e.V.","7","1","Strafe","2022"
"ASC Magdeburg e.V.","7","1","First Down","2022"
"ASC Magdeburg e.V.","8","8","First Down","2022"
"ASC Magdeburg e.V.","8","3","Interception","2022"
"ASC Magdeburg e.V.","8","1","Safety (+2)","2022"
"ASC Magdeburg e.V.","8","1","Strafe","2022"
"ASC Magdeburg e.V.","8","2","1-Extra-Punkt","2022"
"ASC Magdeburg e.V.","8","5","Touchdown","2022"
"ASC Magdeburg e.V.","10","1","Strafe","2022"
"ASC Magdeburg e.V.","10","8","1-Extra-Punkt","2022"
"ASC Magdeburg e.V.","10","21","Touchdown","2022"
"ASC Magdeburg e.V.","10","6","First Down","2022"
"ASC Magdeburg e.V.","12","1","Strafe","2022"
"ASC Magdeburg e.V.","12","9","1-Extra-Punkt","2022"
"ASC Magdeburg e.V.","12","14","Touchdown","2022"
"ASC Magdeburg e.V.","12","1","2-Extra-Punkte","2022"
"ASC Magdeburg e.V.","12","1","Interception","2022"
"ASC Magdeburg e.V.","12","2","First Down","2022"
"ASC Magdeburg e.V.","17","4","Touchdown","2022"
"ASC Magdeburg e.V.","17","1","2-Extra-Punkte","2022"
"ASC Magdeburg e.V.","17","1","First Down","2022"
"ASC Magdeburg e.V.","20","1","Interception","2022"
"ASC Magdeburg e.V.","25","7","First Down","2022"
"ASC Magdeburg e.V.","25","1","Strafe","2022"
"ASC Magdeburg e.V.","25","9","1-Extra-Punkt","2022"
"ASC Magdeburg e.V.","25","8","Touchdown","2022"
"ASC Magdeburg e.V.","42","2","Touchdown","2022"
"ASC Magdeburg e.V.","42","4","1-Extra-Punkt","2022"
"ASC Magdeburg e.V.","43","2","Interception","2022"
"ASC Magdeburg e.V.","45","1","1-Extra-Punkt","2022"
"ASC Magdeburg e.V.","46","1","Interception","2022"
"ASC Magdeburg e.V.","47","1","First Down","2022"
"ASC Magdeburg e.V.","47","7","1-Extra-Punkt","2022"
"ASC Magdeburg e.V.","47","16","Touchdown","2022"
"ASC Magdeburg e.V.","47","2","Strafe","2022"
"ASC Magdeburg e.V.","55","1","2-Extra-Punkte","2022"
"ASC Magdeburg e.V.","55","3","Strafe","2022"
"ASC Magdeburg e.V.","55","2","Interception","2022"
"ASC Magdeburg e.V.","55","7","First Down","2022"
"ASC Magdeburg e.V.","55","8","1-Extra-Punkt","2022"
"ASC Magdeburg e.V.","55","27","Touchdown","2022"
"ASC Magdeburg e.V.","67","3","Interception","2022"
"ASC Magdeburg e.V.","67","1","Touchdown","2022"
"ASC Magdeburg e.V.","67","1","Strafe","2022"
"ASC Magdeburg e.V.","88","1","Interception","2022"
"ASC Magdeburg e.V.","88","1","Strafe","2022"
"ASC Magdeburg e.V.","99","1","Strafe","2022"
"ASC Magdeburg e.V.","99","1","First Down","2022"
"ASC Magdeburg e.V.","99","1","Touchdown","2022"
"ASC Magdeburg e.V.","99","5","Interception","2022"
"ASC Magdeburg e.V.","2","2","Strafe","2023"
"ASC Magdeburg e.V.","2","5","First Down","2023"
"ASC Magdeburg e.V.","2","1","Touchdown","2023"
"ASC Magdeburg e.V.","3","1","Strafe","2023"
"ASC Magdeburg e.V.","5","1","Safety (+2)","2023"
"ASC Magdeburg e.V.","5","1","Strafe","2023"
"ASC Magdeburg e.V.","7","1","Strafe","2023"
"ASC Magdeburg e.V.","7","1","2-Extra-Punkte","2023"
"ASC Magdeburg e.V.","7","9","Interception","2023"
"ASC Magdeburg e.V.","7","3","Touchdown","2023"
"ASC Magdeburg e.V.","8","3","1-Extra-Punkt","2023"
"ASC Magdeburg e.V.","8","5","Touchdown","2023"
"ASC Magdeburg e.V.","8","4","Strafe","2023"
"ASC Magdeburg e.V.","8","10","First Down","2023"
"ASC Magdeburg e.V.","10","1","1-Extra-Punkt","2023"
"ASC Magdeburg e.V.","10","4","Touchdown","2023"
"ASC Magdeburg e.V.","10","1","2-Extra-Punkte","2023"
"ASC Magdeburg e.V.","10","2","Strafe","2023"
"ASC Magdeburg e.V.","10","11","First Down","2023"
"ASC Magdeburg e.V.","12","4","First Down","2023"
"ASC Magdeburg e.V.","12","1","1-Extra-Punkt","2023"
"ASC Magdeburg e.V.","12","1","Touchdown","2023"
"ASC Magdeburg e.V.","18","1","Safety (+2)","2023"
"ASC Magdeburg e.V.","18","1","Touchdown","2023"
"ASC Magdeburg e.V.","18","2","First Down","2023"
"ASC Magdeburg e.V.","18","1","Strafe","2023"
"ASC Magdeburg e.V.","19","4","Touchdown","2023"
"ASC Magdeburg e.V.","19","15","First Down","2023"
"ASC Magdeburg e.V.","19","1","1-Extra-Punkt","2023"
"ASC Magdeburg e.V.","21","1","Strafe","2023"
"ASC Magdeburg e.V.","25","8","First Down","2023"
"ASC Magdeburg e.V.","25","2","Strafe","2023"
"ASC Magdeburg e.V.","25","4","Touchdown","2023"
"ASC Magdeburg e.V.","25","1","2-Extra-Punkte","2023"
"ASC Magdeburg e.V.","27","1","Strafe","2023"
"ASC Magdeburg e.V.","28","1","Touchdown","2023"
"ASC Magdeburg e.V.","43","1","Strafe","2023"
"ASC Magdeburg e.V.","47","1","2-Extra-Punkte","2023"
"ASC Magdeburg e.V.","47","2","Touchdown","2023"
"ASC Magdeburg e.V.","47","4","First Down","2023"
"ASC Magdeburg e.V.","47","2","Strafe","2023"
"ASC Magdeburg e.V.","55","1","Interception","2023"
"ASC Magdeburg e.V.","55","5","1-Extra-Punkt","2023"
"ASC Magdeburg e.V.","55","1","2-Extra-Punkte","2023"
"ASC Magdeburg e.V.","55","26","Touchdown","2023"
"ASC Magdeburg e.V.","55","20","First Down","2023"
"ASC Magdeburg e.V.","55","4","Strafe","2023"
"ASC Magdeburg e.V.","67","1","Strafe","2023"
"ASC Magdeburg e.V.","88","1","First Down","2023"
"ASC Magdeburg e.V.","99","1","First Down","2023"
"ASC Magdeburg e.V.","99","2","Strafe","2023"
"ASC Magdeburg e.V.","99","4","Interception","2023"
"ASC Magdeburg e.V.","99","2","Touchdown","2023"
"ASC Magdeburg e.V.","2","1","Strafe","2024"
"ASC Magdeburg e.V.","3","1","Touchdown","2024"
"ASC Magdeburg e.V.","3","1","First Down","2024"
"ASC Magdeburg e.V.","3","1","Interception","2024"
"ASC Magdeburg e.V.","4","1","Touchdown","2024"
"ASC Magdeburg e.V.","4","2","First Down","2024"
"ASC Magdeburg e.V.","6","1","Touchdown","2024"
"ASC Magdeburg e.V.","6","2","Strafe","2024"
"ASC Magdeburg e.V.","6","1","Interception","2024"
"ASC Magdeburg e.V.","7","3","Strafe","2024"
"ASC Magdeburg e.V.","7","7","Interception","2024"
"ASC Magdeburg e.V.","8","14","First Down","2024"
"ASC Magdeburg e.V.","8","2","Safety (+2)","2024"
"ASC Magdeburg e.V.","8","6","1-Extra-Punkt","2024"
"ASC Magdeburg e.V.","8","11","Touchdown","2024"
"ASC Magdeburg e.V.","10","15","Touchdown","2024"
"ASC Magdeburg e.V.","10","15","First Down","2024"
"ASC Magdeburg e.V.","10","3","Interception","2024"
"ASC Magdeburg e.V.","10","3","2-Extra-Punkte","2024"
"ASC Magdeburg e.V.","10","12","1-Extra-Punkt","2024"
"ASC Magdeburg e.V.","11","1","1-Extra-Punkt","2024"
"ASC Magdeburg e.V.","11","2","Touchdown","2024"
"ASC Magdeburg e.V.","11","4","First Down","2024"
"ASC Magdeburg e.V.","12","1","Safety (+2)","2024"
"ASC Magdeburg e.V.","12","2","Touchdown","2024"
"ASC Magdeburg e.V.","15","1","Strafe","2024"
"ASC Magdeburg e.V.","15","2","Safety (+2)","2024"
"ASC Magdeburg e.V.","18","2","Touchdown","2024"
"ASC Magdeburg e.V.","18","2","Interception","2024"
"ASC Magdeburg e.V.","22","1","First Down","2024"
"ASC Magdeburg e.V.","25","10","First Down","2024"
"ASC Magdeburg e.V.","25","4","1-Extra-Punkt","2024"
"ASC Magdeburg e.V.","25","10","Touchdown","2024"
"ASC Magdeburg e.V.","43","3","Interception","2024"
"ASC Magdeburg e.V.","43","1","Touchdown","2024"
"ASC Magdeburg e.V.","47","9","First Down","2024"
"ASC Magdeburg e.V.","47","5","1-Extra-Punkt","2024"
"ASC Magdeburg e.V.","47","4","Strafe","2024"
"ASC Magdeburg e.V.","47","9","Touchdown","2024"
"ASC Magdeburg e.V.","55","8","Touchdown","2024"
"ASC Magdeburg e.V.","55","6","First Down","2024"
"ASC Magdeburg e.V.","55","5","1-Extra-Punkt","2024"
"ASC Magdeburg e.V.","55","1","2-Extra-Punkte","2024"
"ASC Magdeburg e.V.","67","16","First Down","2024"
"ASC Magdeburg e.V.","67","1","1-Extra-Punkt","2024"
"ASC Magdeburg e.V.","67","10","Touchdown","2024"
"ASC Magdeburg e.V.","67","1","Strafe","2024"
"ASC Magdeburg e.V.","81","1","Interception","2024"
"ASC Magdeburg e.V.","89","1","Interception","2024"
"ASC Magdeburg e.V.","99","2","Strafe","2024"
"ASC Magdeburg e.V.","99","1","2-Extra-Punkte","2024"
"ASC Magdeburg e.V.","99","1","Touchdown","2024"
"ASC Magdeburg e.V.","99","13","Interception","2024"
"Augsburg Centurions","2","6","Interception","2021"
"Augsburg Centurions","2","4","1-Extra-Punkt","2021"
"Augsburg Centurions","2","1","Safety (+2)","2021"
"Augsburg Centurions","2","16","Touchdown","2021"
"Augsburg Centurions","2","5","First Down","2021"
"Augsburg Centurions","2","1","Strafe","2021"
"Augsburg Centurions","5","6","Interception","2021"
"Augsburg Centurions","5","5","Touchdown","2021"
"Augsburg Centurions","5","2","First Down","2021"
"Augsburg Centurions","8","2","Interception","2021"
"Augsburg Centurions","8","1","Strafe","2021"
"Augsburg Centurions","10","1","Touchdown","2021"
"Augsburg Centurions","10","5","Interception","2021"
"Augsburg Centurions","11","1","1-Extra-Punkt","2021"
"Augsburg Centurions","12","16","Touchdown","2021"
"Augsburg Centurions","12","1","Strafe","2021"
"Augsburg Centurions","12","1","Interception","2021"
"Augsburg Centurions","12","6","1-Extra-Punkt","2021"
"Augsburg Centurions","12","6","First Down","2021"
"Augsburg Centurions","17","3","First Down","2021"
"Augsburg Centurions","17","5","Touchdown","2021"
"Augsburg Centurions","17","4","1-Extra-Punkt","2021"
"Augsburg Centurions","19","5","1-Extra-Punkt","2021"
"Augsburg Centurions","19","1","Strafe","2021"
"Augsburg Centurions","19","1","Interception","2021"
"Augsburg Centurions","19","7","First Down","2021"
"Augsburg Centurions","19","11","Touchdown","2021"
"Augsburg Centurions","21","5","1-Extra-Punkt","2021"
"Augsburg Centurions","21","1","Strafe","2021"
"Augsburg Centurions","21","5","First Down","2021"
"Augsburg Centurions","21","1","Touchdown","2021"
"Augsburg Centurions","24","6","First Down","2021"
"Augsburg Centurions","24","10","Touchdown","2021"
"Augsburg Centurions","24","2","Interception","2021"
"Augsburg Centurions","24","5","1-Extra-Punkt","2021"
"Augsburg Centurions","25","1","Strafe","2021"
"Augsburg Centurions","33","2","1-Extra-Punkt","2021"
"Augsburg Centurions","33","5","First Down","2021"
"Augsburg Centurions","33","7","Touchdown","2021"
"Augsburg Centurions","69","1","Strafe","2021"
"Augsburg Centurions","69","2","1-Extra-Punkt","2021"
"Augsburg Centurions","69","2","First Down","2021"
"Augsburg Centurions","69","5","Touchdown","2021"
"Augsburg Centurions","73","10","Touchdown","2021"
"Augsburg Centurions","73","1","Strafe","2021"
"Augsburg Centurions","73","4","1-Extra-Punkt","2021"
"Augsburg Centurions","73","1","First Down","2021"
"Augsburg Centurions","73","3","Interception","2021"
"Augsburg Centurions","77","1","First Down","2021"
"Augsburg Centurions","77","1","Interception","2021"
"Augsburg Centurions","77","3","Touchdown","2021"
"Augsburg Centurions","87","2","Touchdown","2021"
"Augsburg Centurions","87","3","1-Extra-Punkt","2021"
"Augsburg Centurions","2","11","1-Extra-Punkt","2022"
"Augsburg Centurions","2","5","2-Extra-Punkte","2022"
"Augsburg Centurions","2","16","First Down","2022"
"Augsburg Centurions","2","1","Interception","2022"
"Augsburg Centurions","2","1","Strafe","2022"
"Augsburg Centurions","2","23","Touchdown","2022"
"Augsburg Centurions","7","1","2-Extra-Punkte","2022"
"Augsburg Centurions","10","1","Strafe","2022"
"Augsburg Centurions","10","1","Interception","2022"
"Augsburg Centurions","15","1","First Down","2022"
"Augsburg Centurions","16","2","Touchdown","2022"
"Augsburg Centurions","16","1","Strafe","2022"
"Augsburg Centurions","17","9","Touchdown","2022"
"Augsburg Centurions","17","7","1-Extra-Punkt","2022"
"Augsburg Centurions","17","1","Strafe","2022"
