Team,Spielernummer,Anzahl,Event,Jahr
"Nürnberg Hawks","8","1","Touchdown","2024"
"Nürnberg Hawks","8","2","First Down","2024"
"Nürnberg Hawks","11","14","Touchdown","2024"
"Nürnberg Hawks","11","17","First Down","2024"
"Nürnberg Hawks","11","8","1-Extra-Punkt","2024"
"Nürnberg Hawks","11","1","2-Extra-Punkte","2024"
"Nürnberg Hawks","11","1","Strafe","2024"
"Nürnberg Hawks","14","1","First Down","2024"
"Nürnberg Hawks","16","10","Touchdown","2024"
"Nürnberg Hawks","16","2","1-Extra-Punkt","2024"
"Nürnberg Hawks","16","8","First Down","2024"
"Nürnberg Hawks","18","3","Strafe","2024"
"Nürnberg Hawks","18","2","First Down","2024"
"Nürnberg Hawks","20","1","2-Extra-Punkte","2024"
"Nürnberg Hawks","21","4","Interception","2024"
"Nürnberg Hawks","22","1","Strafe","2024"
"Nürnberg Hawks","22","1","Touchdown","2024"
"Nürnberg Hawks","22","1","1-Extra-Punkt","2024"
"Nürnberg Hawks","27","1","Strafe","2024"
"Nürnberg Hawks","31","6","Interception","2024"
"Nürnberg Hawks","34","1","Strafe","2024"
"Nürnberg Hawks","40","3","1-Extra-Punkt","2024"
"Nürnberg Hawks","40","2","Strafe","2024"
"Nürnberg Hawks","40","9","First Down","2024"
"Nürnberg Hawks","40","8","Touchdown","2024"
"Nürnberg Hawks","42","6","Touchdown","2024"
"Nürnberg Hawks","42","2","Interception","2024"
"Nürnberg Hawks","42","4","1-Extra-Punkt","2024"
"Nürnberg Hawks","42","2","Strafe","2024"
"Nürnberg Hawks","42","1","First Down","2024"
"Nürnberg Hawks","44","6","Touchdown","2024"
"Nürnberg Hawks","44","12","Interception","2024"
"Nürnberg Hawks","44","1","Strafe","2024"
"Nürnberg Hawks","50","1","Touchdown","2024"
"Nürnberg Hawks","63","1","First Down","2024"
"Nürnberg Hawks","63","2","Touchdown","2024"
"Nürnberg Hawks","69","1","Strafe","2024"
"Nürnberg Hawks","70","7","Touchdown","2024"
"Nürnberg Hawks","70","5","First Down","2024"
"Nürnberg Hawks","70","1","Strafe","2024"
"Nürnberg Hawks","70","4","1-Extra-Punkt","2024"
"Nürnberg Hawks","80","2","Touchdown","2024"
"Nürnberg Hawks","84","1","Touchdown","2024"
"Nürnberg Hawks","84","1","Interception","2024"
"Nürnberg Hawks","85","12","Touchdown","2024"
"Nürnberg Hawks","85","1","2-Extra-Punkte","2024"
"Nürnberg Hawks","85","6","First Down","2024"
"Nürnberg Hawks","85","2","Strafe","2024"
"Nürnberg Hawks","87","1","Strafe","2024"
"Nürnberg Hawks","90","1","Safety (+2)","2024"
"Nürnberg Hawks","92","2","Interception","2024"
"Nürnberg Hawks","92","1","Touchdown","2024"
"Nürnberg Hawks","94","3","1-Extra-Punkt","2024"
"Nürnberg Hawks","94","5","Strafe","2024"
"Nürnberg Hawks","94","4","Interception","2024"
"Nürnberg Hawks","94","4","Touchdown","2024"
"Nürnberg Hawks","94","9","First Down","2024"
"Nürnberg Renegades","0","1","Strafe","2023"
"Nürnberg Renegades","3","3","Strafe","2023"
"Nürnberg Renegades","3","3","Touchdown","2023"
"Nürnberg Renegades","3","1","Interception","2023"
"Nürnberg Renegades","5","2","Strafe","2023"
"Nürnberg Renegades","5","1","Touchdown","2023"
"Nürnberg Renegades","7","1","Safety (+2)","2023"
"Nürnberg Renegades","7","1","Strafe","2023"
"Nürnberg Renegades","7","2","Interception","2023"
"Nürnberg Renegades","8","1","Interception","2023"
"Nürnberg Renegades","10","2","First Down","2023"
"Nürnberg Renegades","10","3","1-Extra-Punkt","2023"
"Nürnberg Renegades","11","4","Strafe","2023"
"Nürnberg Renegades","11","1","1-Extra-Punkt","2023"
"Nürnberg Renegades","11","7","Interception","2023"
"Nürnberg Renegades","11","1","Touchdown","2023"
"Nürnberg Renegades","12","38","Touchdown","2023"
"Nürnberg Renegades","12","17","First Down","2023"
"Nürnberg Renegades","12","15","1-Extra-Punkt","2023"
"Nürnberg Renegades","12","2","2-Extra-Punkte","2023"
"Nürnberg Renegades","12","1","Interception","2023"
"Nürnberg Renegades","17","3","Touchdown","2023"
"Nürnberg Renegades","17","8","Interception","2023"
"Nürnberg Renegades","18","1","Strafe","2023"
"Nürnberg Renegades","18","2","First Down","2023"
"Nürnberg Renegades","18","1","1-Extra-Punkt","2023"
"Nürnberg Renegades","18","1","2-Extra-Punkte","2023"
"Nürnberg Renegades","19","4","1-Extra-Punkt","2023"
"Nürnberg Renegades","19","13","Touchdown","2023"
"Nürnberg Renegades","19","4","First Down","2023"
"Nürnberg Renegades","20","7","Interception","2023"
"Nürnberg Renegades","20","1","Safety (+2)","2023"
"Nürnberg Renegades","20","2","Strafe","2023"
"Nürnberg Renegades","20","2","Touchdown","2023"
"Nürnberg Renegades","23","1","Strafe","2023"
"Nürnberg Renegades","24","3","First Down","2023"
"Nürnberg Renegades","24","4","Touchdown","2023"
"Nürnberg Renegades","24","4","1-Extra-Punkt","2023"
"Nürnberg Renegades","24","1","Safety (+2)","2023"
"Nürnberg Renegades","49","2","Touchdown","2023"
"Nürnberg Renegades","49","2","Interception","2023"
"Nürnberg Renegades","49","1","1-Extra-Punkt","2023"
"Nürnberg Renegades","54","2","Strafe","2023"
"Nürnberg Renegades","54","3","2-Extra-Punkte","2023"
"Nürnberg Renegades","54","19","First Down","2023"
"Nürnberg Renegades","54","63","Touchdown","2023"
"Nürnberg Renegades","54","28","1-Extra-Punkt","2023"
"Nürnberg Renegades","56","8","Touchdown","2023"
"Nürnberg Renegades","56","12","1-Extra-Punkt","2023"
"Nürnberg Renegades","56","2","Strafe","2023"
"Nürnberg Renegades","56","10","First Down","2023"
"Nürnberg Renegades","63","1","Interception","2023"
"Nürnberg Renegades","69","6","First Down","2023"
"Nürnberg Renegades","69","14","Touchdown","2023"
"Nürnberg Renegades","69","32","1-Extra-Punkt","2023"
"Nürnberg Renegades","78","1","Touchdown","2023"
"Nürnberg Renegades","83","15","First Down","2023"
"Nürnberg Renegades","83","2","2-Extra-Punkte","2023"
"Nürnberg Renegades","83","1","Strafe","2023"
"Nürnberg Renegades","83","16","1-Extra-Punkt","2023"
"Nürnberg Renegades","83","34","Touchdown","2023"
"Nürnberg Renegades","84","1","First Down","2023"
"Nürnberg Renegades","87","3","Strafe","2023"
"Nürnberg Renegades","87","2","1-Extra-Punkt","2023"
"Nürnberg Renegades","87","4","Touchdown","2023"
"Nürnberg Renegades","87","2","First Down","2023"
"Nürnberg Renegades","89","1","First Down","2023"
"Nürnberg Renegades","89","1","1-Extra-Punkt","2023"
"Nürnberg Renegades","89","2","Touchdown","2023"
"Nürnberg Renegades","2","5","Interception","2024"
"Nürnberg Renegades","2","1","Strafe","2024"
"Nürnberg Renegades","2","3","First Down","2024"
"Nürnberg Renegades","2","1","1-Extra-Punkt","2024"
"Nürnberg Renegades","2","2","Touchdown","2024"
"Nürnberg Renegades","7","1","Touchdown","2024"
"Nürnberg Renegades","7","2","Interception","2024"
"Nürnberg Renegades","10","1","First Down","2024"
"Nürnberg Renegades","11","1","Strafe","2024"
"Nürnberg Renegades","11","1","Interception","2024"
"Nürnberg Renegades","12","13","First Down","2024"
"Nürnberg Renegades","12","12","Touchdown","2024"
"Nürnberg Renegades","12","6","1-Extra-Punkt","2024"
"Nürnberg Renegades","14","9","1-Extra-Punkt","2024"
"Nürnberg Renegades","14","18","First Down","2024"
"Nürnberg Renegades","14","9","Touchdown","2024"
"Nürnberg Renegades","17","3","Touchdown","2024"
"Nürnberg Renegades","17","6","Interception","2024"
"Nürnberg Renegades","19","5","Touchdown","2024"
"Nürnberg Renegades","19","1","1-Extra-Punkt","2024"
"Nürnberg Renegades","19","9","First Down","2024"
"Nürnberg Renegades","20","1","Interception","2024"
"Nürnberg Renegades","20","1","Strafe","2024"
"Nürnberg Renegades","22","1","Touchdown","2024"
"Nürnberg Renegades","22","3","First Down","2024"
"Nürnberg Renegades","23","3","Strafe","2024"
"Nürnberg Renegades","23","18","First Down","2024"
"Nürnberg Renegades","23","7","1-Extra-Punkt","2024"
"Nürnberg Renegades","23","23","Touchdown","2024"
"Nürnberg Renegades","23","1","2-Extra-Punkte","2024"
"Nürnberg Renegades","25","1","First Down","2024"
"Nürnberg Renegades","27","1","Interception","2024"
"Nürnberg Renegades","63","1","Strafe","2024"
"Nürnberg Renegades","63","2","Interception","2024"
"Nürnberg Renegades","77","3","1-Extra-Punkt","2024"
"Nürnberg Renegades","77","12","Touchdown","2024"
"Nürnberg Renegades","77","1","Strafe","2024"
"Nürnberg Renegades","77","14","First Down","2024"
"Nürnberg Renegades","83","2","First Down","2024"
"Nürnberg Renegades","83","1","Strafe","2024"
"Nürnberg Renegades","89","2","First Down","2024"
"Nürnberg Renegades","89","1","Touchdown","2024"
"Nürnberg Renegades","89","1","1-Extra-Punkt","2024"
"Nürnberg Renegades II","5","3","1-Extra-Punkt","2024"
"Nürnberg Renegades II","5","2","Interception","2024"
"Nürnberg Renegades II","5","6","Touchdown","2024"
"Nürnberg Renegades II","7","9","Touchdown","2024"
"Nürnberg Renegades II","7","1","First Down","2024"
"Nürnberg Renegades II","7","3","1-Extra-Punkt","2024"
"Nürnberg Renegades II","18","2","Interception","2024"
"Nürnberg Renegades II","18","1","Touchdown","2024"
"Nürnberg Renegades II","20","7","1-Extra-Punkt","2024"
"Nürnberg Renegades II","20","1","Interception","2024"
"Nürnberg Renegades II","20","1","Touchdown","2024"
"Nürnberg Renegades II","20","3","First Down","2024"
"Nürnberg Renegades II","25","2","Safety (+2)","2024"
"Nürnberg Renegades II","26","1","First Down","2024"
"Nürnberg Renegades II","89","7","Touchdown","2024"
"Nürnberg Renegades II","89","1","1-Extra-Punkt","2024"
"Nürnberg Renegades II","89","2","First Down","2024"
"Odelzhausen Red Dragons","1","1","Touchdown","2021"
"Odelzhausen Red Dragons","2","1","Interception","2021"
"Odelzhausen Red Dragons","5","1","Interception","2021"
"Odelzhausen Red Dragons","5","1","Strafe","2021"
"Odelzhausen Red Dragons","6","1","Interception","2021"
"Odelzhausen Red Dragons","6","1","Touchdown","2021"
"Odelzhausen Red Dragons","7","1","1-Extra-Punkt","2021"
"Odelzhausen Red Dragons","7","1","Interception","2021"
"Odelzhausen Red Dragons","7","2","Touchdown","2021"
"Odelzhausen Red Dragons","8","1","Strafe","2021"
"Odelzhausen Red Dragons","9","1","Strafe","2021"
"Odelzhausen Red Dragons","10","1","Strafe","2021"
"Odelzhausen Red Dragons","10","1","First Down","2021"
"Odelzhausen Red Dragons","10","1","1-Extra-Punkt","2021"
"Odelzhausen Red Dragons","10","4","Touchdown","2021"
"Odelzhausen Red Dragons","11","2","Touchdown","2021"
"Odelzhausen Red Dragons","11","3","Strafe","2021"
"Odelzhausen Red Dragons","11","1","First Down","2021"
"Odelzhausen Red Dragons","11","1","1-Extra-Punkt","2021"
"Odelzhausen Red Dragons","11","1","Interception","2021"
"Odelzhausen Red Dragons","13","1","First Down","2021"
"Odelzhausen Red Dragons","13","2","Strafe","2021"
"Odelzhausen Red Dragons","14","1","1-Extra-Punkt","2021"
"Odelzhausen Red Dragons","14","1","First Down","2021"
"Odelzhausen Red Dragons","14","1","Strafe","2021"
"Odelzhausen Red Dragons","15","1","Strafe","2021"
"Odelzhausen Red Dragons","16","1","1-Extra-Punkt","2021"
"Odelzhausen Red Dragons","16","6","Touchdown","2021"
"Odelzhausen Red Dragons","16","2","Strafe","2021"
"Odelzhausen Red Dragons","16","2","First Down","2021"
"Odelzhausen Red Dragons","27","2","Touchdown","2021"
"Odelzhausen Red Dragons","33","1","1-Extra-Punkt","2021"
"Odelzhausen Red Dragons","39","1","First Down","2021"
"Odelzhausen Red Dragons","42","4","Interception","2021"
"Odelzhausen Red Dragons","55","1","Interception","2021"
"Odelzhausen Red Dragons","57","3","Touchdown","2021"
"Odelzhausen Red Dragons","57","4","First Down","2021"
"Odelzhausen Red Dragons","57","1","Strafe","2021"
"Odelzhausen Red Dragons","77","1","First Down","2021"
"Odelzhausen Red Dragons","77","2","Interception","2021"
"Odelzhausen Red Dragons","91","1","Strafe","2021"
"Odelzhausen Red Dragons","7","3","Interception","2022"
"Odelzhausen Red Dragons","9","1","Interception","2022"
"Odelzhausen Red Dragons","9","2","Strafe","2022"
"Odelzhausen Red Dragons","9","1","Safety (+2)","2022"
"Odelzhausen Red Dragons","10","2","Touchdown","2022"
"Odelzhausen Red Dragons","10","1","First Down","2022"
"Odelzhausen Red Dragons","11","3","First Down","2022"
"Odelzhausen Red Dragons","11","4","1-Extra-Punkt","2022"
"Odelzhausen Red Dragons","11","6","Strafe","2022"
"Odelzhausen Red Dragons","11","2","Touchdown","2022"
"Odelzhausen Red Dragons","13","1","Strafe","2022"
"Odelzhausen Red Dragons","14","1","Touchdown","2022"
"Odelzhausen Red Dragons","23","1","First Down","2022"
"Odelzhausen Red Dragons","24","1","Strafe","2022"
"Odelzhausen Red Dragons","24","4","Touchdown","2022"
"Odelzhausen Red Dragons","24","3","Interception","2022"
"Odelzhausen Red Dragons","24","1","First Down","2022"
"Odelzhausen Red Dragons","25","1","Strafe","2022"
"Odelzhausen Red Dragons","27","2","Touchdown","2022"
"Odelzhausen Red Dragons","27","3","Strafe","2022"
"Odelzhausen Red Dragons","27","3","First Down","2022"
"Odelzhausen Red Dragons","42","2","First Down","2022"
"Odelzhausen Red Dragons","42","1","Interception","2022"
"Odelzhausen Red Dragons","47","1","Strafe","2022"
"Odelzhausen Red Dragons","47","1","First Down","2022"
"Odelzhausen Red Dragons","57","1","1-Extra-Punkt","2022"
"Odelzhausen Red Dragons","57","1","First Down","2022"
"Odelzhausen Red Dragons","57","7","Touchdown","2022"
"Odelzhausen Red Dragons","69","3","Interception","2022"
"Odelzhausen Red Dragons","69","3","Strafe","2022"
"Odelzhausen Red Dragons","69","1","1-Extra-Punkt","2022"
"Odelzhausen Red Dragons","77","3","First Down","2022"
"Odelzhausen Red Dragons","77","1","Touchdown","2022"
"Odelzhausen Red Dragons","77","1","Interception","2022"
"Odelzhausen Red Dragons","77","2","Strafe","2022"
"Odelzhausen Red Dragons","92","2","Strafe","2022"
"Odelzhausen Red Dragons","93","1","Strafe","2022"
"Odelzhausen Red Dragons","7","2","First Down","2023"
"Odelzhausen Red Dragons","7","2","Touchdown","2023"
"Odelzhausen Red Dragons","7","2","Interception","2023"
"Odelzhausen Red Dragons","9","1","Interception","2023"
"Odelzhausen Red Dragons","9","1","Strafe","2023"
"Odelzhausen Red Dragons","10","1","First Down","2023"
"Odelzhausen Red Dragons","10","2","Touchdown","2023"
"Odelzhausen Red Dragons","10","1","Strafe","2023"
"Odelzhausen Red Dragons","11","3","1-Extra-Punkt","2023"
"Odelzhausen Red Dragons","11","8","Touchdown","2023"
"Odelzhausen Red Dragons","11","1","Strafe","2023"
"Odelzhausen Red Dragons","11","5","First Down","2023"
"Odelzhausen Red Dragons","13","1","1-Extra-Punkt","2023"
"Odelzhausen Red Dragons","13","1","Strafe","2023"
"Odelzhausen Red Dragons","14","7","First Down","2023"
"Odelzhausen Red Dragons","14","1","2-Extra-Punkte","2023"
"Odelzhausen Red Dragons","14","7","Touchdown","2023"
"Odelzhausen Red Dragons","14","3","1-Extra-Punkt","2023"
"Odelzhausen Red Dragons","17","3","First Down","2023"
"Odelzhausen Red Dragons","18","1","First Down","2023"
"Odelzhausen Red Dragons","24","5","Interception","2023"
"Odelzhausen Red Dragons","24","3","Touchdown","2023"
"Odelzhausen Red Dragons","27","4","First Down","2023"
"Odelzhausen Red Dragons","27","1","Interception","2023"
"Odelzhausen Red Dragons","27","2","Touchdown","2023"
"Odelzhausen Red Dragons","28","1","Touchdown","2023"
"Odelzhausen Red Dragons","28","1","First Down","2023"
"Odelzhausen Red Dragons","29","1","Strafe","2023"
"Odelzhausen Red Dragons","29","3","Interception","2023"
"Odelzhausen Red Dragons","57","7","Touchdown","2023"
"Odelzhausen Red Dragons","57","3","First Down","2023"
"Odelzhausen Red Dragons","57","2","1-Extra-Punkt","2023"
"Odelzhausen Red Dragons","57","2","Strafe","2023"
"Odelzhausen Red Dragons","7","2","Strafe","2024"
"Odelzhausen Red Dragons","7","6","Interception","2024"
"Odelzhausen Red Dragons","7","3","Touchdown","2024"
"Odelzhausen Red Dragons","7","5","First Down","2024"
"Odelzhausen Red Dragons","11","6","1-Extra-Punkt","2024"
"Odelzhausen Red Dragons","11","9","First Down","2024"
"Odelzhausen Red Dragons","11","9","Touchdown","2024"
"Odelzhausen Red Dragons","14","14","Touchdown","2024"
"Odelzhausen Red Dragons","14","5","1-Extra-Punkt","2024"
"Odelzhausen Red Dragons","14","8","First Down","2024"
"Odelzhausen Red Dragons","14","3","Strafe","2024"
"Odelzhausen Red Dragons","14","1","Interception","2024"
"Odelzhausen Red Dragons","17","1","First Down","2024"
"Odelzhausen Red Dragons","18","4","Touchdown","2024"
"Odelzhausen Red Dragons","18","1","First Down","2024"
"Odelzhausen Red Dragons","22","1","Interception","2024"
"Odelzhausen Red Dragons","24","1","Interception","2024"
"Odelzhausen Red Dragons","24","2","First Down","2024"
"Odelzhausen Red Dragons","24","3","1-Extra-Punkt","2024"
"Odelzhausen Red Dragons","24","1","Safety (+2)","2024"
"Odelzhausen Red Dragons","24","2","Strafe","2024"
"Odelzhausen Red Dragons","24","3","Touchdown","2024"
"Odelzhausen Red Dragons","26","2","Safety (+2)","2024"
"Odelzhausen Red Dragons","27","5","Interception","2024"
"Odelzhausen Red Dragons","28","3","Interception","2024"
"Odelzhausen Red Dragons","28","1","Strafe","2024"
"Odelzhausen Red Dragons","29","1","Strafe","2024"
"Odelzhausen Red Dragons","47","1","Interception","2024"
"Odelzhausen Red Dragons","57","11","Touchdown","2024"
"Odelzhausen Red Dragons","57","13","First Down","2024"
"Odelzhausen Red Dragons","57","5","1-Extra-Punkt","2024"
"Odelzhausen Red Dragons","59","1","Strafe","2024"
"Odelzhausen Red Dragons","99","1","Interception","2024"
"Odelzhausen Red Dragons","99","1","Touchdown","2024"
"Odelzhausen Red Dragons","99","1","Strafe","2024"
"Oldenburg Orcas","0","1","Strafe","2023"
"Oldenburg Orcas","2","1","2-Extra-Punkte","2023"
"Oldenburg Orcas","2","3","First Down","2023"
"Oldenburg Orcas","2","2","Touchdown","2023"
"Oldenburg Orcas","4","14","Touchdown","2023"
"Oldenburg Orcas","4","6","Interception","2023"
"Oldenburg Orcas","4","3","Strafe","2023"
"Oldenburg Orcas","4","2","1-Extra-Punkt","2023"
"Oldenburg Orcas","4","11","First Down","2023"
"Oldenburg Orcas","5","37","First Down","2023"
"Oldenburg Orcas","5","77","Touchdown","2023"
"Oldenburg Orcas","5","1","Interception","2023"
"Oldenburg Orcas","5","7","2-Extra-Punkte","2023"
"Oldenburg Orcas","5","4","Strafe","2023"
"Oldenburg Orcas","5","27","1-Extra-Punkt","2023"
"Oldenburg Orcas","6","1","Touchdown","2023"
"Oldenburg Orcas","7","1","1-Extra-Punkt","2023"
"Oldenburg Orcas","7","2","First Down","2023"
"Oldenburg Orcas","7","11","Interception","2023"
"Oldenburg Orcas","7","7","Touchdown","2023"
"Oldenburg Orcas","8","5","Interception","2023"
"Oldenburg Orcas","8","3","Touchdown","2023"
"Oldenburg Orcas","8","1","1-Extra-Punkt","2023"
"Oldenburg Orcas","8","2","First Down","2023"
"Oldenburg Orcas","14","3","2-Extra-Punkte","2023"
"Oldenburg Orcas","14","2","First Down","2023"
"Oldenburg Orcas","14","8","Touchdown","2023"
"Oldenburg Orcas","14","4","1-Extra-Punkt","2023"
"Oldenburg Orcas","17","27","1-Extra-Punkt","2023"
"Oldenburg Orcas","17","3","Strafe","2023"
"Oldenburg Orcas","17","5","2-Extra-Punkte","2023"
"Oldenburg Orcas","17","9","First Down","2023"
"Oldenburg Orcas","17","37","Touchdown","2023"
"Oldenburg Orcas","21","4","Touchdown","2023"
"Oldenburg Orcas","21","20","Interception","2023"
"Oldenburg Orcas","21","5","1-Extra-Punkt","2023"
"Oldenburg Orcas","21","2","First Down","2023"
"Oldenburg Orcas","22","1","Strafe","2023"
"Oldenburg Orcas","22","6","Touchdown","2023"
"Oldenburg Orcas","22","2","Interception","2023"
"Oldenburg Orcas","22","5","1-Extra-Punkt","2023"
"Oldenburg Orcas","22","7","First Down","2023"
"Oldenburg Orcas","27","1","2-Extra-Punkte","2023"
"Oldenburg Orcas","27","3","Touchdown","2023"
"Oldenburg Orcas","27","11","Interception","2023"
"Oldenburg Orcas","40","5","Touchdown","2023"
"Oldenburg Orcas","40","8","Interception","2023"
"Oldenburg Orcas","40","1","First Down","2023"
"Oldenburg Orcas","40","1","Safety (+2)","2023"
"Oldenburg Orcas","40","1","Strafe","2023"
"Oldenburg Orcas","40","3","1-Extra-Punkt","2023"
"Oldenburg Orcas","54","4","Safety (+2)","2023"
"Oldenburg Orcas","77","12","1-Extra-Punkt","2023"
"Oldenburg Orcas","77","19","Touchdown","2023"
"Oldenburg Orcas","77","22","Interception","2023"
"Oldenburg Orcas","77","12","First Down","2023"
"Oldenburg Orcas","77","1","2-Extra-Punkte","2023"
"Oldenburg Orcas","87","3","Strafe","2023"
"Oldenburg Orcas","87","11","1-Extra-Punkt","2023"
"Oldenburg Orcas","87","29","Touchdown","2023"
"Oldenburg Orcas","87","2","Interception","2023"
"Oldenburg Orcas","87","13","First Down","2023"
"Oldenburg Orcas","99","1","Strafe","2023"
"Oldenburg Orcas","2","1","First Down","2024"
"Oldenburg Orcas","3","1","Touchdown","2024"
"Oldenburg Orcas","3","2","Interception","2024"
"Oldenburg Orcas","4","13","Touchdown","2024"
"Oldenburg Orcas","4","1","Interception","2024"
"Oldenburg Orcas","4","13","First Down","2024"
"Oldenburg Orcas","5","2","2-Extra-Punkte","2024"
"Oldenburg Orcas","5","36","Touchdown","2024"
"Oldenburg Orcas","5","3","Strafe","2024"
"Oldenburg Orcas","5","24","First Down","2024"
"Oldenburg Orcas","5","16","1-Extra-Punkt","2024"
"Oldenburg Orcas","7","1","Interception","2024"
"Oldenburg Orcas","8","1","Interception","2024"
"Oldenburg Orcas","9","1","Strafe","2024"
"Oldenburg Orcas","9","2","First Down","2024"
"Oldenburg Orcas","10","3","1-Extra-Punkt","2024"
"Oldenburg Orcas","10","2","Strafe","2024"
"Oldenburg Orcas","10","5","First Down","2024"
"Oldenburg Orcas","10","7","Touchdown","2024"
"Oldenburg Orcas","11","1","Safety (+2)","2024"
"Oldenburg Orcas","14","1","Touchdown","2024"
"Oldenburg Orcas","14","1","First Down","2024"
"Oldenburg Orcas","15","1","Strafe","2024"
"Oldenburg Orcas","17","18","Touchdown","2024"
"Oldenburg Orcas","17","17","1-Extra-Punkt","2024"
"Oldenburg Orcas","17","2","Strafe","2024"
"Oldenburg Orcas","17","11","First Down","2024"
"Oldenburg Orcas","21","3","Strafe","2024"
"Oldenburg Orcas","21","4","Interception","2024"
"Oldenburg Orcas","27","1","First Down","2024"
"Oldenburg Orcas","27","1","Strafe","2024"
"Oldenburg Orcas","27","1","Interception","2024"
"Oldenburg Orcas","40","2","First Down","2024"
"Oldenburg Orcas","40","2","Strafe","2024"
"Oldenburg Orcas","40","4","Touchdown","2024"
"Oldenburg Orcas","40","2","1-Extra-Punkt","2024"
"Oldenburg Orcas","40","12","Interception","2024"
"Oldenburg Orcas","77","2","2-Extra-Punkte","2024"
"Oldenburg Orcas","77","10","First Down","2024"
"Oldenburg Orcas","77","7","Touchdown","2024"
"Oldenburg Orcas","77","2","1-Extra-Punkt","2024"
"Oldenburg Orcas","86","2","Interception","2024"
"Oldenburg Orcas","87","10","Touchdown","2024"
"Oldenburg Orcas","87","2","1-Extra-Punkt","2024"
"Oldenburg Orcas","87","18","First Down","2024"
"Oldenburg Orcas","95","1","Interception","2024"
"Osnabrück Tigers","7","1","First Down","2024"
"Osnabrück Tigers","7","1","1-Extra-Punkt","2024"
"Osnabrück Tigers","7","2","2-Extra-Punkte","2024"
"Osnabrück Tigers","7","3","Touchdown","2024"
"Osnabrück Tigers","10","2","Touchdown","2024"
"Osnabrück Tigers","10","1","Strafe","2024"
"Osnabrück Tigers","10","3","Interception","2024"
"Osnabrück Tigers","10","4","First Down","2024"
"Osnabrück Tigers","12","1","Interception","2024"
"Osnabrück Tigers","21","1","2-Extra-Punkte","2024"
"Osnabrück Tigers","21","1","Touchdown","2024"
"Osnabrück Tigers","21","1","Strafe","2024"
"Osnabrück Tigers","21","1","First Down","2024"
"Osnabrück Tigers","22","1","Interception","2024"
"Osnabrück Tigers","22","3","First Down","2024"
"Osnabrück Tigers","22","4","2-Extra-Punkte","2024"
"Osnabrück Tigers","22","3","Touchdown","2024"
"Osnabrück Tigers","25","1","Strafe","2024"
"Osnabrück Tigers","25","1","First Down","2024"
"Osnabrück Tigers","25","1","2-Extra-Punkte","2024"
"Osnabrück Tigers","25","2","Touchdown","2024"
"Osnabrück Tigers","26","1","Interception","2024"
"Osnabrück Tigers","30","7","Touchdown","2024"
"Osnabrück Tigers","30","3","First Down","2024"
"Osnabrück Tigers","30","2","2-Extra-Punkte","2024"
"Osnabrück Tigers","35","5","First Down","2024"
"Osnabrück Tigers","35","2","2-Extra-Punkte","2024"
"Osnabrück Tigers","35","7","Touchdown","2024"
"Osnabrück Tigers","35","2","Interception","2024"
"Osnabrück Tigers","57","1","Interception","2024"
"Osnabrück Tigers","57","1","Touchdown","2024"
"Osnabrück Tigers","60","1","Interception","2024"
"Osnabrück Tigers","62","1","Touchdown","2024"
"Osnabrück Tigers","62","1","First Down","2024"
"Osnabrück Tigers","82","1","Touchdown","2024"
"Osnabrück Tigers","82","1","Strafe","2024"
"Ostalb Highlanders","0","5","Touchdown","2024"
"Ostalb Highlanders","4","1","First Down","2024"
"Ostalb Highlanders","4","5","Touchdown","2024"
"Ostalb Highlanders","4","3","Strafe","2024"
"Ostalb Highlanders","4","1","1-Extra-Punkt","2024"
"Ostalb Highlanders","8","3","First Down","2024"
"Ostalb Highlanders","8","6","Touchdown","2024"
"Ostalb Highlanders","8","1","Strafe","2024"
"Ostalb Highlanders","8","1","1-Extra-Punkt","2024"
"Ostalb Highlanders","11","1","Strafe","2024"
"Ostalb Highlanders","11","7","Interception","2024"
"Ostalb Highlanders","11","4","First Down","2024"
"Ostalb Highlanders","13","8","Touchdown","2024"
"Ostalb Highlanders","13","8","First Down","2024"
"Ostalb Highlanders","13","7","1-Extra-Punkt","2024"
"Ostalb Highlanders","13","1","Strafe","2024"
"Ostalb Highlanders","15","1","Interception","2024"
"Ostalb Highlanders","19","3","Touchdown","2024"
"Ostalb Highlanders","19","3","First Down","2024"
"Ostalb Highlanders","19","2","1-Extra-Punkt","2024"
"Ostalb Highlanders","26","2","Interception","2024"
"Ostalb Highlanders","26","3","Touchdown","2024"
"Ostalb Highlanders","26","8","First Down","2024"
"Ostalb Highlanders","30","2","Interception","2024"
"Ostalb Highlanders","31","2","Strafe","2024"
"Ostalb Highlanders","31","1","Touchdown","2024"
"Ostalb Highlanders","31","1","Interception","2024"
"Ostalb Highlanders","31","6","First Down","2024"
"Ostalb Highlanders","69","1","Interception","2024"
"Ostalb Highlanders","76","1","1-Extra-Punkt","2024"
"Ostalb Highlanders","80","6","Touchdown","2024"
"Ostalb Highlanders","80","8","First Down","2024"
"Ostalb Highlanders","80","3","Strafe","2024"
"Ostalb Highlanders","80","2","1-Extra-Punkt","2024"
"Ostalb Highlanders","87","1","First Down","2024"
"Ostheim Black Owls","10","1","Touchdown","2023"
"Ostheim Black Owls","13","4","2-Extra-Punkte","2023"
"Ostheim Black Owls","13","20","Touchdown","2023"
"Ostheim Black Owls","13","9","1-Extra-Punkt","2023"
"Ostheim Black Owls","13","11","First Down","2023"
"Ostheim Black Owls","13","1","Interception","2023"
"Ostheim Black Owls","20","1","First Down","2023"
