Team,Player Number,Count,Event,Year
Münster Blackhawks,6,5,Touchdown,2025
Münster Blackhawks,6,1,First Down,2025
Münster Blackhawks,6,1,2-Extra-Punkte,2025
Münster Blackhawks,6,4,1-Extra-Punkt,2025
Münster Blackhawks,7,5,1-Extra-Punkt,2025
Münster Blackhawks,7,11,Touchdown,2025
Münster Blackhawks,7,3,First Down,2025
Münster Blackhawks,7,2,2-Extra-Punkte,2025
Münster Blackhawks,10,1,1-Extra-Punkt,2025
Münster Blackhawks,10,1,Touchdown,2025
Münster Blackhawks,11,5,Touchdown,2025
Münster Blackhawks,11,2,1-Extra-Punkt,2025
Münster Blackhawks,15,1,First Down,2025
Münster Blackhawks,19,2,Strafe,2025
Münster Blackhawks,19,4,First Down,2025
Münster Blackhawks,19,4,1-Extra-Punkt,2025
Münster Blackhawks,19,4,Touchdown,2025
Münster Blackhawks,21,1,Touchdown,2025
Münster Blackhawks,21,1,Strafe,2025
Münster Blackhawks,21,1,Interception,2025
Münster Blackhawks,22,2,Touchdown,2025
Münster Blackhawks,22,9,Interception,2025
Münster Blackhawks,36,2,Interception,2025
Münster Blackhawks,37,1,Interception,2025
Münster Blackhawks,77,3,Interception,2025
Münster Blackhawks,77,1,Touchdown,2025
Münster Blackhawks,88,1,Strafe,2025
Münster Blackhawks 2,2,2,Safety (+2),2025
Münster Blackhawks 2,2,2,Strafe,2025
Münster Blackhawks 2,9,4,1-Extra-Punkt,2025
Münster Blackhawks 2,9,1,Strafe,2025
Münster Blackhawks 2,9,11,First Down,2025
Münster Blackhawks 2,9,2,Touchdown,2025
Münster Blackhawks 2,16,14,Touchdown,2025
Münster Blackhawks 2,16,1,2-Extra-Punkte,2025
Münster Blackhawks 2,16,3,1-Extra-Punkt,2025
Münster Blackhawks 2,16,1,Strafe,2025
Münster Blackhawks 2,16,5,First Down,2025
Münster Blackhawks 2,17,1,Interception,2025
Münster Blackhawks 2,18,9,First Down,2025
Münster Blackhawks 2,18,3,Touchdown,2025
Münster Blackhawks 2,18,2,1-Extra-Punkt,2025
Münster Blackhawks 2,18,2,Strafe,2025
Münster Blackhawks 2,23,5,Interception,2025
Münster Blackhawks 2,23,1,Strafe,2025
Münster Blackhawks 2,30,1,Strafe,2025
Münster Blackhawks 2,30,3,First Down,2025
Münster Blackhawks 2,30,3,Touchdown,2025
Münster Blackhawks 2,30,1,1-Extra-Punkt,2025
Münster Blackhawks 2,31,1,1-Extra-Punkt,2025
Münster Blackhawks 2,31,3,First Down,2025
Münster Blackhawks 2,31,2,Touchdown,2025
Münster Blackhawks 2,37,2,Interception,2025
Münster Blackhawks 2,37,1,Strafe,2025
Münster Blackhawks 2,56,1,Interception,2025
Münster Blackhawks 2,56,1,Strafe,2025
Münster Blackhawks 2,57,1,Strafe,2025
Münster Blackhawks 2,57,1,Touchdown,2025
Münster Blackhawks 2,57,2,First Down,2025
Münster Blackhawks 2,84,3,First Down,2025
Münster Blackhawks 2,84,2,Strafe,2025
Münster Blackhawks 2,84,1,1-Extra-Punkt,2025
Münster Blackhawks 2,84,7,Touchdown,2025
Münster Blackhawks 2,85,1,Interception,2025
Münster Blackhawks 2,87,4,Interception,2025
Münster Blackhawks 2,88,3,First Down,2025
Münster Blackhawks 2,88,2,Strafe,2025
Münster Blackhawks 2,88,2,1-Extra-Punkt,2025
Münster Blackhawks 2,88,5,Touchdown,2025
Münster Blackhawks 2,98,1,1-Extra-Punkt,2025
Neu-Ulm Spartans,2,1,1-Extra-Punkt,2025
Neu-Ulm Spartans,2,2,Interception,2025
Neu-Ulm Spartans,6,2,Strafe,2025
Neu-Ulm Spartans,6,3,First Down,2025
Neu-Ulm Spartans,6,2,1-Extra-Punkt,2025
Neu-Ulm Spartans,6,5,Touchdown,2025
Neu-Ulm Spartans,6,1,Safety (+2),2025
Neu-Ulm Spartans,7,4,Interception,2025
Neu-Ulm Spartans,7,3,Touchdown,2025
Neu-Ulm Spartans,8,3,Touchdown,2025
Neu-Ulm Spartans,8,10,First Down,2025
Neu-Ulm Spartans,8,4,1-Extra-Punkt,2025
Neu-Ulm Spartans,9,1,Touchdown,2025
Neu-Ulm Spartans,9,1,Interception,2025
Neu-Ulm Spartans,10,1,Interception,2025
Neu-Ulm Spartans,10,1,Strafe,2025
Neu-Ulm Spartans,11,1,2-Extra-Punkte,2025
Neu-Ulm Spartans,11,3,Interception,2025
Neu-Ulm Spartans,11,15,Touchdown,2025
Neu-Ulm Spartans,11,2,Strafe,2025
Neu-Ulm Spartans,11,11,First Down,2025
Neu-Ulm Spartans,11,9,1-Extra-Punkt,2025
Neu-Ulm Spartans,13,1,Interception,2025
Neu-Ulm Spartans,15,1,Touchdown,2025
Neu-Ulm Spartans,17,5,First Down,2025
Neu-Ulm Spartans,17,3,1-Extra-Punkt,2025
Neu-Ulm Spartans,17,5,Touchdown,2025
Neu-Ulm Spartans,20,1,Interception,2025
Neu-Ulm Spartans,21,3,Interception,2025
Neu-Ulm Spartans,21,6,First Down,2025
Neu-Ulm Spartans,21,5,1-Extra-Punkt,2025
Neu-Ulm Spartans,21,12,Touchdown,2025
Neu-Ulm Spartans,21,2,Strafe,2025
Neu-Ulm Spartans,23,1,Strafe,2025
Neu-Ulm Spartans,23,1,First Down,2025
Neu-Ulm Spartans,72,1,Interception,2025
Neu-Ulm Spartans,86,1,First Down,2025
Neu-Ulm Spartans,86,2,1-Extra-Punkt,2025
Neu-Ulm Spartans,86,1,Touchdown,2025
Neuss Legions,3,2,1-Extra-Punkt,2025
Neuss Legions,3,1,First Down,2025
Neuss Legions,3,1,Touchdown,2025
Neuss Legions,3,1,Strafe,2025
Neuss Legions,10,2,1-Extra-Punkt,2025
Neuss Legions,10,1,Safety (+2),2025
Neuss Legions,10,2,First Down,2025
Neuss Legions,12,1,Strafe,2025
Neuss Legions,12,2,Interception,2025
Neuss Legions,27,1,Strafe,2025
Neuss Legions,52,1,First Down,2025
Neuss Legions,52,1,Interception,2025
Neuss Legions,52,2,1-Extra-Punkt,2025
Neuss Legions,52,6,Touchdown,2025
Neuss Legions,83,7,Touchdown,2025
Neuss Legions,83,5,First Down,2025
Neuss Legions,83,4,1-Extra-Punkt,2025
Neuss Legions,85,2,1-Extra-Punkt,2025
Neuss Legions,85,2,Touchdown,2025
Neuss Legions,85,2,First Down,2025
Neuss Legions U10,1,2,Touchdown,2025
Neuss Legions U10,9,2,1-Extra-Punkt,2025
Neuss Legions U10,9,1,Touchdown,2025
Neuss Legions U10,11,3,Touchdown,2025
Neuss Legions U10,11,2,1-Extra-Punkt,2025
Neuss Legions U10,27,1,1-Extra-Punkt,2025
Neuss Legions U10,41,1,Touchdown,2025
Neuss Legions U13,0,1,Touchdown,2025
Neuss Legions U13,4,1,Touchdown,2025
Neuss Legions U13,14,1,First Down,2025
Neuss Legions U13,25,1,Interception,2025
Neuss Legions U13,25,2,Touchdown,2025
Neuss Legions U13,25,2,First Down,2025
Neuss Legions U13,41,1,Interception,2025
Neuss Legions U16,9,1,Interception,2025
Neuss Legions U16,9,2,Touchdown,2025
Neuss Legions U16,9,1,First Down,2025
Neuss Legions U16,13,1,Touchdown,2025
Neuss Legions U16,13,2,First Down,2025
Neuss Legions U16,21,1,Interception,2025
Neuss Legions U16,22,1,1-Extra-Punkt,2025
Neuss Legions U16,22,4,Touchdown,2025
Neuss Legions U16,22,1,First Down,2025
Neuss Legions U16,33,1,1-Extra-Punkt,2025
Neuss Legions U16,42,1,Touchdown,2025
Neuss Legions U16,42,1,Interception,2025
Neuss Legions U16,50,1,Safety (+2),2025
Northern Storm,6,2,First Down,2025
Northern Storm,6,1,2-Extra-Punkte,2025
Northern Storm,6,1,1-Extra-Punkt,2025
Northern Storm,6,4,Touchdown,2025
Northern Storm,7,3,Touchdown,2025
Northern Storm,7,1,First Down,2025
Northern Storm,7,2,2-Extra-Punkte,2025
Northern Storm,13,1,Interception,2025
Northern Storm,14,1,Strafe,2025
Northern Storm,14,1,Interception,2025
Northern Storm,16,2,Touchdown,2025
Northern Storm,19,1,Touchdown,2025
Northern Storm,19,1,Interception,2025
Northern Storm,19,1,First Down,2025
Northern Storm,26,2,1-Extra-Punkt,2025
Northern Storm,26,6,Touchdown,2025
Northern Storm,26,3,First Down,2025
Northern Storm,28,1,Touchdown,2025
Northern Storm,28,3,First Down,2025
Northern Storm,29,1,Touchdown,2025
Northern Storm,29,1,Strafe,2025
Northern Storm,33,9,First Down,2025
Northern Storm,33,8,Touchdown,2025
Northern Storm,33,6,2-Extra-Punkte,2025
Northern Storm,33,1,1-Extra-Punkt,2025
Northern Storm,43,1,Touchdown,2025
Northern Storm,43,3,Interception,2025
Northern Storm,82,3,Touchdown,2025
Northern Storm,82,2,First Down,2025
Nürnberg Hawks,1,1,Strafe,2025
Nürnberg Hawks,1,1,Touchdown,2025
Nürnberg Hawks,4,1,1-Extra-Punkt,2025
Nürnberg Hawks,4,2,First Down,2025
Nürnberg Hawks,11,1,Strafe,2025
Nürnberg Hawks,11,5,First Down,2025
Nürnberg Hawks,12,1,Interception,2025
Nürnberg Hawks,16,1,First Down,2025
Nürnberg Hawks,16,1,2-Extra-Punkte,2025
Nürnberg Hawks,20,2,First Down,2025
Nürnberg Hawks,31,1,Strafe,2025
Nürnberg Hawks,31,8,First Down,2025
Nürnberg Hawks,31,1,1-Extra-Punkt,2025
Nürnberg Hawks,31,4,Touchdown,2025
Nürnberg Hawks,37,1,First Down,2025
Nürnberg Hawks,37,1,Strafe,2025
Nürnberg Hawks,40,1,Strafe,2025
Nürnberg Hawks,42,1,Interception,2025
Nürnberg Hawks,44,4,Interception,2025
Nürnberg Hawks,46,1,Safety (+2),2025
Nürnberg Hawks,74,1,Strafe,2025
Nürnberg Hawks,84,2,1-Extra-Punkt,2025
Nürnberg Hawks,84,4,Touchdown,2025
Nürnberg Hawks,84,8,First Down,2025
Nürnberg Hawks,84,3,Strafe,2025
Nürnberg Hawks,85,1,Strafe,2025
Nürnberg Hawks,85,2,Touchdown,2025
Nürnberg Hawks,85,3,First Down,2025
Nürnberg Hawks,90,1,Strafe,2025
Nürnberg Renegades,0,2,1-Extra-Punkt,2025
Nürnberg Renegades,0,5,Strafe,2025
Nürnberg Renegades,0,4,Touchdown,2025
Nürnberg Renegades,0,3,First Down,2025
Nürnberg Renegades,3,1,Strafe,2025
Nürnberg Renegades,3,1,Touchdown,2025
Nürnberg Renegades,7,2,First Down,2025
Nürnberg Renegades,8,2,1-Extra-Punkt,2025
Nürnberg Renegades,8,2,Strafe,2025
Nürnberg Renegades,8,11,Touchdown,2025
Nürnberg Renegades,8,9,First Down,2025
Nürnberg Renegades,11,2,Interception,2025
Nürnberg Renegades,11,1,Strafe,2025
Nürnberg Renegades,15,1,First Down,2025
Nürnberg Renegades,17,4,Interception,2025
Nürnberg Renegades,17,5,Strafe,2025
Nürnberg Renegades,18,10,First Down,2025
Nürnberg Renegades,18,1,Strafe,2025
Nürnberg Renegades,18,7,1-Extra-Punkt,2025
Nürnberg Renegades,18,1,2-Extra-Punkte,2025
Nürnberg Renegades,18,8,Touchdown,2025
Nürnberg Renegades,19,1,Touchdown,2025
Nürnberg Renegades,19,1,Strafe,2025
Nürnberg Renegades,19,2,1-Extra-Punkt,2025
Nürnberg Renegades,21,1,1-Extra-Punkt,2025
Nürnberg Renegades,22,3,Touchdown,2025
Nürnberg Renegades,22,5,First Down,2025
Nürnberg Renegades,22,1,Strafe,2025
Nürnberg Renegades,23,5,Strafe,2025
Nürnberg Renegades,23,2,1-Extra-Punkt,2025
Nürnberg Renegades,23,16,Touchdown,2025
Nürnberg Renegades,23,25,First Down,2025
Nürnberg Renegades,23,1,2-Extra-Punkte,2025
Nürnberg Renegades,63,1,Strafe,2025
Nürnberg Renegades,65,2,Strafe,2025
Nürnberg Renegades,65,2,Touchdown,2025
Nürnberg Renegades,65,4,First Down,2025
Oldenburg Orcas,1,3,Touchdown,2025
Oldenburg Orcas,1,2,1-Extra-Punkt,2025
Oldenburg Orcas,1,1,Strafe,2025
Oldenburg Orcas,1,1,2-Extra-Punkte,2025
Oldenburg Orcas,1,4,First Down,2025
Oldenburg Orcas,2,1,Strafe,2025
Oldenburg Orcas,2,1,First Down,2025
Oldenburg Orcas,5,10,First Down,2025
Oldenburg Orcas,5,16,Touchdown,2025
Oldenburg Orcas,5,3,1-Extra-Punkt,2025
Oldenburg Orcas,5,3,Strafe,2025
Oldenburg Orcas,7,1,Touchdown,2025
Oldenburg Orcas,8,1,First Down,2025
Oldenburg Orcas,8,1,Touchdown,2025
Oldenburg Orcas,9,7,Touchdown,2025
Oldenburg Orcas,9,6,First Down,2025
Oldenburg Orcas,9,3,2-Extra-Punkte,2025
Oldenburg Orcas,9,4,1-Extra-Punkt,2025
Oldenburg Orcas,10,1,Strafe,2025
Oldenburg Orcas,10,1,First Down,2025
Oldenburg Orcas,11,1,Safety (+2),2025
Oldenburg Orcas,11,1,Strafe,2025
Oldenburg Orcas,15,2,First Down,2025
Oldenburg Orcas,17,3,Touchdown,2025
Oldenburg Orcas,17,2,2-Extra-Punkte,2025
Oldenburg Orcas,18,2,Interception,2025
Oldenburg Orcas,18,1,Strafe,2025
Oldenburg Orcas,21,1,Interception,2025
Oldenburg Orcas,21,1,Strafe,2025
Oldenburg Orcas,23,1,Interception,2025
Oldenburg Orcas,27,3,Interception,2025
Oldenburg Orcas,72,1,Interception,2025
Oldenburg Orcas,77,1,2-Extra-Punkte,2025
Oldenburg Orcas,77,1,Strafe,2025
Oldenburg Orcas,77,11,First Down,2025
Oldenburg Orcas,77,3,Interception,2025
Oldenburg Orcas,77,13,Touchdown,2025
Oldenburg Orcas,84,4,Touchdown,2025
Oldenburg Orcas,84,1,Strafe,2025
Oldenburg Orcas,84,1,First Down,2025
Oldenburg Orcas,87,4,First Down,2025
Oldenburg Orcas,87,2,1-Extra-Punkt,2025
Oldenburg Orcas,87,2,Touchdown,2025
Oldenburg Orcas,87,2,Strafe,2025
Ostalb Highlanders,3,2,Interception,2025
Ostalb Highlanders,4,1,1-Extra-Punkt,2025
Ostalb Highlanders,4,1,First Down,2025
Ostalb Highlanders,4,4,Touchdown,2025
Ostalb Highlanders,7,1,Interception,2025
Ostalb Highlanders,8,7,Interception,2025
Ostalb Highlanders,9,1,Touchdown,2025
Ostalb Highlanders,13,2,First Down,2025
Ostalb Highlanders,13,2,Touchdown,2025
Ostalb Highlanders,13,1,Interception,2025
Ostalb Highlanders,13,1,1-Extra-Punkt,2025
Ostalb Highlanders,14,1,First Down,2025
Ostalb Highlanders,14,5,Touchdown,2025
Ostalb Highlanders,26,1,First Down,2025
Ostalb Highlanders,30,6,Touchdown,2025
Ostalb Highlanders,30,1,Strafe,2025
Ostalb Highlanders,30,7,First Down,2025
Ostalb Highlanders,31,1,Strafe,2025
Ostalb Highlanders,31,1,Interception,2025
Ostalb Highlanders,80,8,First Down,2025
Ostalb Highlanders,80,2,1-Extra-Punkt,2025
Ostalb Highlanders,80,2,Touchdown,2025
Ostalb Highlanders,80,1,Strafe,2025
Ostalb Highlanders,85,1,2-Extra-Punkte,2025
Ostalb Highlanders,87,1,First Down,2025
P1 Gruppe 1,7,4,Touchdown,2025
P1 Gruppe 1,12,2,First Down,2025
P1 Gruppe 1,15,2,Touchdown,2025
P1 Gruppe 1,22,2,Touchdown,2025
P1 Gruppe 1,22,2,First Down,2025
P1 Gruppe 1,66,2,Touchdown,2025
P1 Gruppe 1,66,4,First Down,2025
P1 Gruppe 1,82,4,Strafe,2025
P1 Gruppe 1,84,2,Strafe,2025
P1 Gruppe 1,91,2,Interception,2025
P1 Gruppe 1,95,2,2-Extra-Punkte,2025
P1 Gruppe 2,4,2,Strafe,2025
P1 Gruppe 2,6,4,First Down,2025
P1 Gruppe 2,6,8,Interception,2025
P1 Gruppe 2,6,4,Touchdown,2025
P1 Gruppe 2,8,2,Touchdown,2025
P1 Gruppe 2,8,2,First Down,2025
P1 Gruppe 2,14,4,Strafe,2025
P1 Gruppe 2,14,2,Touchdown,2025
P1 Gruppe 2,15,2,Strafe,2025
P1 Gruppe 2,15,2,2-Extra-Punkte,2025
P2 Gruppe 1,6,2,Touchdown,2025
P2 Gruppe 1,6,2,Interception,2025
P2 Gruppe 1,6,2,First Down,2025
P2 Gruppe 1,11,2,First Down,2025
P2 Gruppe 1,11,2,1-Extra-Punkt,2025
P2 Gruppe 1,12,2,First Down,2025
P2 Gruppe 1,12,2,Interception,2025
P2 Gruppe 1,13,2,Interception,2025
P2 Gruppe 2,7,2,First Down,2025
P2 Gruppe 2,8,2,First Down,2025
P2 Gruppe 2,15,2,First Down,2025
P2 Gruppe 2,82,2,Strafe,2025
P2 Gruppe 2,82,2,Touchdown,2025
P2 Gruppe 2,82,2,1-Extra-Punkt,2025
P2 Gruppe 2,84,2,Strafe,2025
P2 Gruppe 2,91,2,Interception,2025
P3 Gruppe 1,12,2,1-Extra-Punkt,2025
P3 Gruppe 1,14,4,Interception,2025
P3 Gruppe 1,14,2,Touchdown,2025
P3 Gruppe 1,18,2,1-Extra-Punkt,2025
P3 Gruppe 1,18,2,Touchdown,2025
P3 Gruppe 1,23,2,Touchdown,2025
P3 Gruppe 1,23,4,1-Extra-Punkt,2025
P3 Gruppe 1,66,8,Touchdown,2025
P3 Gruppe 1,87,2,1-Extra-Punkt,2025
P3 Gruppe 2,6,2,Interception,2025
P3 Gruppe 2,32,2,Touchdown,2025
P3 Gruppe 2,96,4,Touchdown,2025
P3 Gruppe 2,99,4,1-Extra-Punkt,2025
P3 Gruppe 2,99,2,Touchdown,2025
Paderborn Dolphins,1,1,Touchdown,2025
Paderborn Dolphins,2,2,1-Extra-Punkt,2025
Paderborn Dolphins,2,1,Strafe,2025
Paderborn Dolphins,7,1,Strafe,2025
Paderborn Dolphins,12,1,Strafe,2025
Paderborn Dolphins,15,1,Interception,2025
Paderborn Dolphins,24,3,Touchdown,2025
Paderborn Dolphins,25,1,Touchdown,2025
Paderborn Dolphins,36,1,Strafe,2025
Paderborn Dolphins,42,2,1-Extra-Punkt,2025
Paderborn Dolphins,91,1,Touchdown,2025
Potsdam Royals,3,2,1-Extra-Punkt,2025
Potsdam Royals,3,1,First Down,2025
Potsdam Royals,4,5,Touchdown,2025
Potsdam Royals,4,3,First Down,2025
Potsdam Royals,9,1,1-Extra-Punkt,2025
Potsdam Royals,9,5,Touchdown,2025
Potsdam Royals,9,7,First Down,2025
Potsdam Royals,14,4,Interception,2025
Potsdam Royals,19,6,Touchdown,2025
Potsdam Royals,19,5,First Down,2025
Potsdam Royals,19,1,1-Extra-Punkt,2025
Potsdam Royals,23,2,First Down,2025
Potsdam Royals,23,1,Strafe,2025
Potsdam Royals,30,2,Interception,2025
Potsdam Royals,75,1,Safety (+2),2025
Potsdam Royals,87,1,2-Extra-Punkte,2025
Potsdam Royals,87,2,Strafe,2025
Potsdam Royals,87,1,Touchdown,2025
Potsdam Royals,87,2,First Down,2025
Ramsenthal RedWings,1,1,Interception,2025
Ramsenthal RedWings,4,1,Interception,2025
Ramsenthal RedWings,6,1,1-Extra-Punkt,2025
Ramsenthal RedWings,6,5,First Down,2025
Ramsenthal RedWings,6,5,Touchdown,2025
Ramsenthal RedWings,10,1,First Down,2025
Ramsenthal RedWings,11,1,Interception,2025
Ramsenthal RedWings,11,1,Strafe,2025
Ramsenthal RedWings,13,6,Interception,2025
Ramsenthal RedWings,14,4,Touchdown,2025
Ramsenthal RedWings,14,2,First Down,2025
Ramsenthal RedWings,14,2,Strafe,2025
Ramsenthal RedWings,15,2,Touchdown,2025
Ramsenthal RedWings,15,3,First Down,2025
Ramsenthal RedWings,15,1,1-Extra-Punkt,2025
Ramsenthal RedWings,15,1,2-Extra-Punkte,2025
Ramsenthal RedWings,17,4,Strafe,2025
Ramsenthal RedWings,17,1,Touchdown,2025
Ramsenthal RedWings,17,6,First Down,2025
Ramsenthal RedWings,18,1,Interception,2025
Ramsenthal RedWings,19,2,First Down,2025
Ramsenthal RedWings,19,1,Strafe,2025
Ramsenthal RedWings,20,1,Safety (+2),2025
Ramsenthal RedWings,20,1,Strafe,2025
Ramsenthal RedWings,21,1,Strafe,2025
Ramsenthal RedWings,22,1,2-Extra-Punkte,2025
Ramsenthal RedWings,22,2,Strafe,2025
Ramsenthal RedWings,22,2,First Down,2025
Ramsenthal RedWings,22,2,Touchdown,2025
Ramsenthal RedWings,23,2,1-Extra-Punkt,2025
Ramsenthal RedWings,23,4,Touchdown,2025
Ramsenthal RedWings,23,7,First Down,2025
Ramsenthal RedWings,33,3,First Down,2025
Ramsenthal RedWings,33,1,1-Extra-Punkt,2025
Ramsenthal RedWings,33,2,2-Extra-Punkte,2025
Ramsenthal RedWings,33,2,Touchdown,2025
Ramsenthal RedWings,33,1,Strafe,2025
Ramsenthal RedWings,47,1,First Down,2025
Ramsenthal RedWings,47,1,1-Extra-Punkt,2025
Ramsenthal RedWings,47,1,Touchdown,2025
Ramsenthal RedWings,99,2,First Down,2025
Recklinghausen Chargers,0,2,1-Extra-Punkt,2025
Recklinghausen Chargers,0,1,Touchdown,2025
Recklinghausen Chargers,0,1,First Down,2025
Recklinghausen Chargers,7,2,Interception,2025
Recklinghausen Chargers,7,2,Touchdown,2025
Recklinghausen Chargers,11,2,Touchdown,2025
Recklinghausen Chargers,11,2,1-Extra-Punkt,2025
Recklinghausen Chargers,13,2,First Down,2025
Recklinghausen Chargers,14,4,First Down,2025
Recklinghausen Chargers,14,3,Touchdown,2025
Recklinghausen Chargers,17,1,Strafe,2025
Recklinghausen Chargers,17,1,First Down,2025
Recklinghausen Chargers,42,1,Interception,2025
Regensburg Phoenix,3,3,First Down,2025
Regensburg Phoenix,5,4,First Down,2025
Regensburg Phoenix,5,5,Touchdown,2025
Regensburg Phoenix,5,1,Strafe,2025
Regensburg Phoenix,7,1,Strafe,2025
Regensburg Phoenix,11,3,Strafe,2025
Regensburg Phoenix,11,2,Interception,2025
Regensburg Phoenix,12,3,Strafe,2025
Regensburg Phoenix,12,2,Interception,2025
Regensburg Phoenix,13,4,First Down,2025
Regensburg Phoenix,13,5,1-Extra-Punkt,2025
Regensburg Phoenix,13,3,Touchdown,2025
Regensburg Phoenix,23,4,First Down,2025
Regensburg Phoenix,23,5,1-Extra-Punkt,2025
Regensburg Phoenix,23,3,Touchdown,2025
Regensburg Phoenix,23,1,Strafe,2025
Regensburg Phoenix,25,1,Strafe,2025
Regensburg Phoenix,25,1,First Down,2025
Regensburg Phoenix,25,2,Touchdown,2025
Regensburg Phoenix,26,1,Strafe,2025
Regensburg Phoenix,26,1,Touchdown,2025
Regensburg Phoenix,27,1,Touchdown,2025
Regensburg Phoenix,27,4,1-Extra-Punkt,2025
Regensburg Phoenix,27,2,First Down,2025
Regensburg Phoenix,30,1,Touchdown,2025
Regensburg Phoenix,30,3,Interception,2025
Regensburg Phoenix,32,2,Interception,2025
Regensburg Phoenix,32,2,1-Extra-Punkt,2025
Regensburg Phoenix,32,5,Touchdown,2025
Regensburg Phoenix,32,1,Strafe,2025
Regensburg Phoenix,32,2,First Down,2025
Regensburg Phoenix,41,2,Touchdown,2025
Regensburg Phoenix,42,1,Strafe,2025
Regensburg Phoenix,42,1,First Down,2025
Regensburg Phoenix,42,1,Touchdown,2025
Regensburg Phoenix,42,1,1-Extra-Punkt,2025
Regensburg Phoenix,81,1,Strafe,2025
Regensburg Phoenix,81,5,Interception,2025
Regensburg Phoenix,81,2,Touchdown,2025
Regensburg Phoenix II,0,3,First Down,2025
Regensburg Phoenix II,3,3,Touchdown,2025
Regensburg Phoenix II,3,5,1-Extra-Punkt,2025
Regensburg Phoenix II,3,8,First Down,2025
Regensburg Phoenix II,5,1,First Down,2025
Regensburg Phoenix II,5,2,Touchdown,2025
Regensburg Phoenix II,9,1,Strafe,2025
Regensburg Phoenix II,13,1,Touchdown,2025
Regensburg Phoenix II,13,1,Strafe,2025
Regensburg Phoenix II,13,4,First Down,2025
Regensburg Phoenix II,17,1,Strafe,2025
Regensburg Phoenix II,17,1,Interception,2025
Regensburg Phoenix II,22,3,1-Extra-Punkt,2025
Regensburg Phoenix II,22,1,Touchdown,2025
Regensburg Phoenix II,22,1,First Down,2025
Regensburg Phoenix II,22,1,Strafe,2025
Regensburg Phoenix II,24,1,Strafe,2025
Regensburg Phoenix II,26,2,Interception,2025
Regensburg Phoenix II,30,1,First Down,2025
Regensburg Phoenix II,32,1,First Down,2025
Regensburg Phoenix II,69,3,Interception,2025
Regensburg Phoenix II,81,2,Touchdown,2025
Regensburg Phoenix II,87,1,1-Extra-Punkt,2025
Regensburg Phoenix II,87,1,First Down,2025
Regensburg Phoenix II,87,5,Touchdown,2025
Regensburg Phoenix II,89,2,Touchdown,2025
Regensburg Phoenix II,89,2,Interception,2025
Rheidter Black Ravens,9,1,Touchdown,2025
Rheidter Black Ravens,17,1,First Down,2025
Rheidter Black Ravens,17,1,Touchdown,2025
Rheidter Black Ravens,27,1,Strafe,2025
Rheidter Black Ravens,27,1,First Down,2025
Rheidter Black Ravens,27,2,Interception,2025
Rheidter Black Ravens,30,5,Touchdown,2025
Rheidter Black Ravens,34,1,First Down,2025
Rheidter Black Ravens,35,1,First Down,2025
Rheidter Black Ravens,56,1,Interception,2025
Rheidter Black Ravens,61,1,Strafe,2025
Rheidter Black Ravens,77,2,Strafe,2025
Rheidter Black Ravens,98,1,Interception,2025
Rheidter Black Ravens,98,1,First Down,2025
Rödental Racoons,1,1,Touchdown,2025
Rödental Racoons,4,1,Touchdown,2025
Rödental Racoons,5,1,Strafe,2025
Rödental Racoons,5,1,2-Extra-Punkte,2025
Rödental Racoons,5,3,1-Extra-Punkt,2025
Rödental Racoons,5,11,Touchdown,2025
Rödental Racoons,5,3,First Down,2025
Rödental Racoons,7,4,First Down,2025
Rödental Racoons,7,1,1-Extra-Punkt,2025
Rödental Racoons,7,9,Touchdown,2025
Rödental Racoons,11,6,Touchdown,2025
Rödental Racoons,11,6,First Down,2025
Rödental Racoons,11,1,2-Extra-Punkte,2025
Rödental Racoons,11,1,1-Extra-Punkt,2025
Rödental Racoons,14,2,Interception,2025
Rödental Racoons,14,1,Safety (+2),2025
Rödental Racoons,19,1,1-Extra-Punkt,2025
Rödental Racoons,19,1,Touchdown,2025
Rödental Racoons,19,1,First Down,2025
Rödental Racoons,19,1,2-Extra-Punkte,2025
Rödental Racoons,24,1,2-Extra-Punkte,2025
Rödental Racoons,24,1,Strafe,2025
Rödental Racoons,24,3,Interception,2025
Rödental Racoons,24,1,1-Extra-Punkt,2025
Rödental Racoons,24,12,Touchdown,2025
Rödental Racoons,24,7,First Down,2025
Rödental Racoons,27,1,Interception,2025
Rödental Racoons,32,1,1-Extra-Punkt,2025
Rödental Racoons,32,1,Touchdown,2025
Rödental Racoons,48,2,Interception,2025
Rödental Racoons,48,1,Strafe,2025
Rödental Racoons,48,1,Safety (+2),2025
Rödental Racoons,81,1,1-Extra-Punkt,2025
Rödental Racoons,81,1,2-Extra-Punkte,2025
Rödental Racoons,86,1,Interception,2025
Rosenheim Rebels,1,1,Strafe,2025
Rosenheim Rebels,1,8,First Down,2025
Rosenheim Rebels,4,1,2-Extra-Punkte,2025
Rosenheim Rebels,7,1,First Down,2025
