Team,Player Number,Count,Event,Year
Lübeck Flag Cougars,8,4,Strafe,2025
Lübeck Flag Cougars,9,2,First Down,2025
Lübeck Flag Cougars,11,16,Touchdown,2025
Lübeck Flag Cougars,11,1,Strafe,2025
Lübeck Flag Cougars,11,14,First Down,2025
Lübeck Flag Cougars,11,4,1-Extra-Punkt,2025
Lübeck Flag Cougars,12,2,Touchdown,2025
Lübeck Flag Cougars,12,1,2-Extra-Punkte,2025
Lübeck Flag Cougars,12,5,Strafe,2025
Lübeck Flag Cougars,12,5,First Down,2025
Lübeck Flag Cougars,22,4,Touchdown,2025
Lübeck Flag Cougars,22,1,2-Extra-Punkte,2025
Lübeck Flag Cougars,22,2,Strafe,2025
Lübeck Flag Cougars,22,3,First Down,2025
Lübeck Flag Cougars,26,1,Strafe,2025
Lübeck Flag Cougars,27,1,Interception,2025
Lübeck Flag Cougars,33,3,First Down,2025
Lübeck Flag Cougars,33,1,Strafe,2025
Lübeck Flag Cougars,33,4,Touchdown,2025
Lübeck Flag Cougars,33,1,Interception,2025
Lübeck Flag Cougars,43,1,Interception,2025
Lübeck Flag Cougars,43,1,Strafe,2025
Lübeck Flag Cougars,55,3,2-Extra-Punkte,2025
Lübeck Flag Cougars,55,7,Touchdown,2025
Lübeck Flag Cougars,55,2,1-Extra-Punkt,2025
Lübeck Flag Cougars,55,11,First Down,2025
Lübeck Flag Cougars,55,1,Strafe,2025
Lübeck Flag Cougars,76,1,Safety (+2),2025
Lübeck Flag Cougars,81,1,Strafe,2025
Lübeck Flag Cougars,86,2,2-Extra-Punkte,2025
Lübeck Flag Cougars,86,4,First Down,2025
Lübeck Flag Cougars,99,1,First Down,2025
Lüdenscheid Lightnings U16,1,1,First Down,2025
Lüdenscheid Lightnings U16,4,1,1-Extra-Punkt,2025
Lüdenscheid Lightnings U16,4,1,Touchdown,2025
Lüdenscheid Lightnings U16,4,2,First Down,2025
Lüdenscheid Lightnings U16,10,1,Interception,2025
Lüdenscheid Lightnings U16,15,2,First Down,2025
Luxembourg Wolves,0,4,Interception,2025
Luxembourg Wolves,0,1,Safety (+2),2025
Luxembourg Wolves,3,1,Touchdown,2025
Luxembourg Wolves,15,1,Touchdown,2025
Luxembourg Wolves,15,1,First Down,2025
Luxembourg Wolves,15,1,2-Extra-Punkte,2025
Luxembourg Wolves,19,2,Touchdown,2025
Luxembourg Wolves,19,3,First Down,2025
Luxembourg Wolves,19,2,2-Extra-Punkte,2025
Luxembourg Wolves,55,1,1-Extra-Punkt,2025
Luxembourg Wolves,55,1,Interception,2025
Luxembourg Wolves,55,8,Touchdown,2025
Luxembourg Wolves,55,2,First Down,2025
Luxembourg Wolves,55,1,2-Extra-Punkte,2025
Luxembourg Wolves,90,1,Interception,2025
Luxembourg Wolves,93,1,Safety (+2),2025
Luxembourg Wolves,93,1,Interception,2025
Mainz Legionaries,2,2,Touchdown,2025
Mainz Legionaries,2,1,1-Extra-Punkt,2025
Mainz Legionaries,2,1,Interception,2025
Mainz Legionaries,3,2,1-Extra-Punkt,2025
Mainz Legionaries,3,28,Touchdown,2025
Mainz Legionaries,3,15,First Down,2025
Mainz Legionaries,3,13,2-Extra-Punkte,2025
Mainz Legionaries,5,3,Interception,2025
Mainz Legionaries,5,1,Touchdown,2025
Mainz Legionaries,10,1,1-Extra-Punkt,2025
Mainz Legionaries,10,23,First Down,2025
Mainz Legionaries,10,17,Touchdown,2025
Mainz Legionaries,10,5,2-Extra-Punkte,2025
Mainz Legionaries,13,1,Touchdown,2025
Mainz Legionaries,13,2,2-Extra-Punkte,2025
Mainz Legionaries,13,4,Interception,2025
Mainz Legionaries,13,1,Safety (+2),2025
Mainz Legionaries,14,24,Touchdown,2025
Mainz Legionaries,14,9,2-Extra-Punkte,2025
Mainz Legionaries,14,1,Strafe,2025
Mainz Legionaries,14,2,1-Extra-Punkt,2025
Mainz Legionaries,14,16,First Down,2025
Mainz Legionaries,15,2,First Down,2025
Mainz Legionaries,15,1,Touchdown,2025
Mainz Legionaries,15,5,2-Extra-Punkte,2025
Mainz Legionaries,20,8,Interception,2025
Mainz Legionaries,23,1,Interception,2025
Mainz Legionaries,34,1,Safety (+2),2025
Mainz Legionaries,39,1,2-Extra-Punkte,2025
Mainz Legionaries,79,1,Interception,2025
Mainz Legionaries,79,1,Touchdown,2025
Mainz Legionaries,84,8,Touchdown,2025
Mainz Legionaries,84,4,2-Extra-Punkte,2025
Mainz Legionaries,84,1,Safety (+2),2025
Mainz Legionaries,84,8,First Down,2025
Mainz Legionaries,85,1,Touchdown,2025
Mainz Legionaries,85,1,2-Extra-Punkte,2025
Mainz Legionaries,85,1,Interception,2025
Mainz Legionaries,85,1,First Down,2025
Mainz Legionaries,86,1,First Down,2025
Mainz Legionaries,86,1,Touchdown,2025
Mainz Legionaries,86,1,2-Extra-Punkte,2025
Mainz Legionaries,87,1,1-Extra-Punkt,2025
Mainz Legionaries,87,2,Touchdown,2025
Mainz Legionaries,87,3,First Down,2025
Mainz Legionaries,99,8,2-Extra-Punkte,2025
Mainz Legionaries,99,2,1-Extra-Punkt,2025
Mainz Legionaries,99,11,Touchdown,2025
Mainz Legionaries,99,10,First Down,2025
Mainz Legionaries II,2,1,Safety (+2),2025
Mainz Legionaries II,2,1,First Down,2025
Mainz Legionaries II,3,2,First Down,2025
Mainz Legionaries II,3,1,Touchdown,2025
Mainz Legionaries II,18,1,Touchdown,2025
Mainz Legionaries II,21,1,Safety (+2),2025
Mainz Legionaries II,25,3,Touchdown,2025
Mainz Legionaries II,25,1,2-Extra-Punkte,2025
Mainz Legionaries II,40,6,Touchdown,2025
Mainz Legionaries II,40,2,First Down,2025
Mainz Legionaries II,40,1,1-Extra-Punkt,2025
Mainz Legionaries II,40,1,2-Extra-Punkte,2025
Mainz Legionaries II,52,1,Interception,2025
Mainz Legionaries II,61,1,Touchdown,2025
Mainz Legionaries II,79,1,Touchdown,2025
Mainz Legionaries II,79,1,1-Extra-Punkt,2025
Mainz Legionaries II,83,1,Touchdown,2025
Mainz Legionaries II,83,2,First Down,2025
Mainz Legionaries II,86,1,First Down,2025
Mainz Legionaries II,98,3,1-Extra-Punkt,2025
Mainz Legionaries II,98,3,First Down,2025
Mainz Legionaries II,98,2,Touchdown,2025
Mannheim Bandits Flag,1,10,Interception,2025
Mannheim Bandits Flag,1,9,First Down,2025
Mannheim Bandits Flag,1,16,Touchdown,2025
Mannheim Bandits Flag,1,4,1-Extra-Punkt,2025
Mannheim Bandits Flag,4,1,Safety (+2),2025
Mannheim Bandits Flag,4,1,Interception,2025
Mannheim Bandits Flag,5,8,Interception,2025
Mannheim Bandits Flag,6,1,Interception,2025
Mannheim Bandits Flag,8,5,Touchdown,2025
Mannheim Bandits Flag,8,5,1-Extra-Punkt,2025
Mannheim Bandits Flag,8,1,Interception,2025
Mannheim Bandits Flag,8,9,First Down,2025
Mannheim Bandits Flag,8,2,Strafe,2025
Mannheim Bandits Flag,14,1,Touchdown,2025
Mannheim Bandits Flag,17,1,Strafe,2025
Mannheim Bandits Flag,17,11,1-Extra-Punkt,2025
Mannheim Bandits Flag,17,3,Interception,2025
Mannheim Bandits Flag,17,9,Touchdown,2025
Mannheim Bandits Flag,17,8,First Down,2025
Mannheim Bandits Flag,24,1,First Down,2025
Mannheim Bandits Flag,24,1,Strafe,2025
Mannheim Bandits Flag,24,2,Safety (+2),2025
Mannheim Bandits Flag,24,3,1-Extra-Punkt,2025
Mannheim Bandits Flag,24,5,Touchdown,2025
Mannheim Bandits Flag,27,1,Interception,2025
Mannheim Bandits Flag,32,1,Interception,2025
Mannheim Bandits Flag,33,1,1-Extra-Punkt,2025
Mannheim Bandits Flag,33,3,Touchdown,2025
Mannheim Bandits Flag,33,3,First Down,2025
Mannheim Bandits Flag,33,2,Strafe,2025
Mannheim Bandits Flag,41,2,1-Extra-Punkt,2025
Mannheim Bandits Flag,41,1,Interception,2025
Mannheim Bandits Flag,41,2,Touchdown,2025
Mannheim Bandits Flag,41,6,First Down,2025
Mannheim Bandits Flag,43,1,2-Extra-Punkte,2025
Mannheim Bandits Flag,43,1,Strafe,2025
Mannheim Bandits Flag,44,1,Interception,2025
Mannheim Bandits Flag,54,2,Interception,2025
Mannheim Bandits Flag,54,1,Strafe,2025
Mannheim Bandits Flag,54,1,Touchdown,2025
Mannheim Bandits Flag,83,2,Touchdown,2025
Mannheim Bandits Flag,83,3,Strafe,2025
Mannheim Bandits Flag,83,4,1-Extra-Punkt,2025
Mannheim Bandits Flag,83,4,First Down,2025
Mannheim Bandits Flag,96,1,Touchdown,2025
Minden Wolves,3,1,Interception,2025
Minden Wolves,3,1,Touchdown,2025
Minden Wolves,15,1,Touchdown,2025
Minden Wolves,16,1,First Down,2025
Minden Wolves,16,1,1-Extra-Punkt,2025
Minden Wolves,18,1,Touchdown,2025
Minden Wolves,21,2,Interception,2025
Minden Wolves,30,1,Touchdown,2025
Minden Wolves,30,1,First Down,2025
Minden Wolves,30,1,1-Extra-Punkt,2025
Minden Wolves,33,1,Interception,2025
Minden Wolves,35,1,Interception,2025
Minden Wolves,87,5,Touchdown,2025
Minden Wolves,94,1,First Down,2025
Minden Wolves,94,2,Touchdown,2025
Minden Wolves,94,1,1-Extra-Punkt,2025
Minden Wolves,94,1,Strafe,2025
Montabaur Flag Attack,2,1,Strafe,2025
Montabaur Flag Attack,5,1,2-Extra-Punkte,2025
Montabaur Flag Attack,6,2,First Down,2025
Montabaur Flag Attack,6,2,Touchdown,2025
Montabaur Flag Attack,6,2,Strafe,2025
Montabaur Flag Attack,6,3,2-Extra-Punkte,2025
Montabaur Flag Attack,10,2,2-Extra-Punkte,2025
Montabaur Flag Attack,10,3,First Down,2025
Montabaur Flag Attack,10,4,Touchdown,2025
Montabaur Flag Attack,12,1,Touchdown,2025
Montabaur Flag Attack,12,1,2-Extra-Punkte,2025
Montabaur Flag Attack,12,1,Strafe,2025
Montabaur Flag Attack,13,1,Interception,2025
Montabaur Flag Attack,13,1,Touchdown,2025
Montabaur Flag Attack,13,1,First Down,2025
Montabaur Flag Attack,13,3,2-Extra-Punkte,2025
Montabaur Flag Attack,20,1,1-Extra-Punkt,2025
Montabaur Flag Attack,47,1,Interception,2025
Montabaur Flag Attack,80,2,Touchdown,2025
Montabaur Flag Attack,80,1,Interception,2025
Montabaur Flag Attack,81,4,Interception,2025
Montabaur Flag Attack,81,1,Strafe,2025
Montabaur Flag Attack,81,1,Touchdown,2025
Montabaur Flag Attack,82,5,Touchdown,2025
Montabaur Flag Attack,82,1,First Down,2025
Mülheim Shamrocks,0,2,Interception,2025
Mülheim Shamrocks,1,1,Strafe,2025
Mülheim Shamrocks,1,3,Interception,2025
Mülheim Shamrocks,2,2,Touchdown,2025
Mülheim Shamrocks,2,2,1-Extra-Punkt,2025
Mülheim Shamrocks,2,4,First Down,2025
Mülheim Shamrocks,3,1,2-Extra-Punkte,2025
Mülheim Shamrocks,3,5,Touchdown,2025
Mülheim Shamrocks,3,1,Strafe,2025
Mülheim Shamrocks,3,1,1-Extra-Punkt,2025
Mülheim Shamrocks,3,9,First Down,2025
Mülheim Shamrocks,4,1,1-Extra-Punkt,2025
Mülheim Shamrocks,4,2,First Down,2025
Mülheim Shamrocks,4,3,Touchdown,2025
Mülheim Shamrocks,8,1,Strafe,2025
Mülheim Shamrocks,9,1,Touchdown,2025
Mülheim Shamrocks,13,2,Touchdown,2025
Mülheim Shamrocks,13,1,First Down,2025
Mülheim Shamrocks,15,2,Interception,2025
Mülheim Shamrocks,17,16,First Down,2025
Mülheim Shamrocks,17,8,Touchdown,2025
Mülheim Shamrocks,27,1,Strafe,2025
Mülheim Shamrocks,33,5,Interception,2025
Mülheim Shamrocks,33,10,First Down,2025
Mülheim Shamrocks,33,11,Touchdown,2025
Mülheim Shamrocks,33,7,1-Extra-Punkt,2025
Mülheim Shamrocks,33,1,Strafe,2025
Mülheim Shamrocks,40,8,First Down,2025
Mülheim Shamrocks,40,9,Touchdown,2025
Mülheim Shamrocks,40,2,1-Extra-Punkt,2025
Mülheim Shamrocks,51,5,First Down,2025
Mülheim Shamrocks,51,4,Touchdown,2025
Mülheim Shamrocks,51,2,Strafe,2025
Mülheim Shamrocks,51,2,1-Extra-Punkt,2025
Mülheim Shamrocks,63,1,Strafe,2025
Mülheim Shamrocks,63,8,1-Extra-Punkt,2025
Mülheim Shamrocks,63,4,First Down,2025
Mülheim Shamrocks,63,7,Touchdown,2025
Mülheim Shamrocks II,5,2,Strafe,2025
Mülheim Shamrocks II,6,1,1-Extra-Punkt,2025
Mülheim Shamrocks II,6,2,Touchdown,2025
Mülheim Shamrocks II,6,3,First Down,2025
Mülheim Shamrocks II,9,2,First Down,2025
Mülheim Shamrocks II,9,1,2-Extra-Punkte,2025
Mülheim Shamrocks II,9,2,Touchdown,2025
Mülheim Shamrocks II,22,1,Touchdown,2025
Mülheim Shamrocks II,22,3,Interception,2025
Mülheim Shamrocks II,26,1,First Down,2025
Mülheim Shamrocks II,26,1,2-Extra-Punkte,2025
Mülheim Shamrocks II,26,1,Touchdown,2025
Mülheim Shamrocks II,26,1,1-Extra-Punkt,2025
Mülheim Shamrocks II,26,1,Strafe,2025
Mülheim Shamrocks II,27,1,First Down,2025
Mülheim Shamrocks II,27,2,2-Extra-Punkte,2025
Mülheim Shamrocks II,27,4,Touchdown,2025
Mülheim Shamrocks II,27,1,1-Extra-Punkt,2025
Mülheim Shamrocks II,42,9,First Down,2025
Mülheim Shamrocks II,42,2,2-Extra-Punkte,2025
Mülheim Shamrocks II,42,7,Touchdown,2025
Mülheim Shamrocks II,42,1,1-Extra-Punkt,2025
Mülheim Shamrocks II,48,2,Touchdown,2025
Mülheim Shamrocks II,69,1,First Down,2025
Mülheim Shamrocks II,69,2,Touchdown,2025
Mülheim Shamrocks II,69,1,Interception,2025
Mülheim Shamrocks II,75,1,Strafe,2025
Mülheim Shamrocks II,80,2,Interception,2025
Mülheim Shamrocks II,83,1,Strafe,2025
Mülheim Shamrocks II,83,1,2-Extra-Punkte,2025
Mülheim Shamrocks II,83,2,1-Extra-Punkt,2025
Mülheim Shamrocks II,83,7,First Down,2025
Mülheim Shamrocks II,83,5,Touchdown,2025
Mülheim Shamrocks II,86,1,1-Extra-Punkt,2025
Mülheim Shamrocks II,86,1,First Down,2025
Mülheim Shamrocks II,99,4,First Down,2025
Mülheim Shamrocks II,99,10,Touchdown,2025
Mülheim Shamrocks II,99,1,Strafe,2025
Mülheim Shamrocks II,99,1,2-Extra-Punkte,2025
Mülheim Shamrocks II,99,1,1-Extra-Punkt,2025
München Rangers,1,1,Strafe,2025
München Rangers,1,2,Touchdown,2025
München Rangers,1,1,First Down,2025
München Rangers,2,4,First Down,2025
München Rangers,2,6,1-Extra-Punkt,2025
München Rangers,2,1,Strafe,2025
München Rangers,2,1,Interception,2025
München Rangers,2,7,Touchdown,2025
München Rangers,5,1,Interception,2025
München Rangers,11,1,Touchdown,2025
München Rangers,11,3,First Down,2025
München Rangers,11,2,1-Extra-Punkt,2025
München Rangers,12,1,Interception,2025
München Rangers,19,1,Interception,2025
München Rangers,19,1,Touchdown,2025
München Rangers,19,1,Strafe,2025
München Rangers,33,2,1-Extra-Punkt,2025
München Rangers,33,1,Strafe,2025
München Rangers,33,3,Interception,2025
München Rangers,33,2,First Down,2025
München Rangers,33,7,Touchdown,2025
München Rangers,39,1,Interception,2025
München Rangers,39,1,Touchdown,2025
München Rangers,39,1,Strafe,2025
München Rangers,42,4,First Down,2025
München Rangers,42,1,1-Extra-Punkt,2025
München Rangers,98,3,First Down,2025
München Rangers,98,2,Touchdown,2025
München Rangers,98,1,1-Extra-Punkt,2025
Munich Spatzen,0,7,First Down,2025
Munich Spatzen,0,3,2-Extra-Punkte,2025
Munich Spatzen,0,13,Touchdown,2025
Munich Spatzen,0,1,Strafe,2025
Munich Spatzen,0,1,1-Extra-Punkt,2025
Munich Spatzen,3,2,First Down,2025
Munich Spatzen,4,2,2-Extra-Punkte,2025
Munich Spatzen,4,3,First Down,2025
Munich Spatzen,4,3,Touchdown,2025
Munich Spatzen,4,1,1-Extra-Punkt,2025
Munich Spatzen,7,4,First Down,2025
Munich Spatzen,7,3,Touchdown,2025
Munich Spatzen,7,2,1-Extra-Punkt,2025
Munich Spatzen,7,2,Safety (+2),2025
Munich Spatzen,7,1,Strafe,2025
Munich Spatzen,7,3,2-Extra-Punkte,2025
Munich Spatzen,9,4,Interception,2025
Munich Spatzen,11,1,Strafe,2025
Munich Spatzen,11,11,2-Extra-Punkte,2025
Munich Spatzen,11,14,First Down,2025
Munich Spatzen,11,21,Touchdown,2025
Munich Spatzen,11,1,1-Extra-Punkt,2025
Munich Spatzen,13,1,Strafe,2025
Munich Spatzen,13,1,Touchdown,2025
Munich Spatzen,13,1,Safety (+2),2025
Munich Spatzen,13,4,Interception,2025
Munich Spatzen,14,4,Interception,2025
Munich Spatzen,15,6,Interception,2025
Munich Spatzen,15,2,Strafe,2025
Munich Spatzen,15,2,Touchdown,2025
Munich Spatzen,16,18,Touchdown,2025
Munich Spatzen,16,6,2-Extra-Punkte,2025
Munich Spatzen,16,13,First Down,2025
Munich Spatzen,16,1,1-Extra-Punkt,2025
Munich Spatzen,17,18,Touchdown,2025
Munich Spatzen,17,2,2-Extra-Punkte,2025
Munich Spatzen,17,22,First Down,2025
Munich Spatzen,17,2,Strafe,2025
Munich Spatzen,19,1,Strafe,2025
Munich Spatzen,21,1,Safety (+2),2025
Munich Spatzen,21,3,Strafe,2025
Munich Spatzen,21,1,Touchdown,2025
Munich Spatzen,21,6,Interception,2025
Munich Spatzen,22,7,Interception,2025
Munich Spatzen,22,2,Strafe,2025
Munich Spatzen,22,2,Touchdown,2025
Munich Spatzen,26,3,2-Extra-Punkte,2025
Munich Spatzen,26,11,First Down,2025
Munich Spatzen,26,12,Touchdown,2025
Munich Spatzen,27,2,Interception,2025
Munich Spatzen,34,1,Touchdown,2025
Munich Spatzen,64,3,2-Extra-Punkte,2025
Munich Spatzen,64,2,First Down,2025
Munich Spatzen,64,3,Touchdown,2025
Munich Spatzen,81,1,1-Extra-Punkt,2025
Munich Spatzen,81,1,Touchdown,2025
Munich Spatzen,81,1,Strafe,2025
Munich Spatzen,81,1,2-Extra-Punkte,2025
Munich Spatzen,84,4,Touchdown,2025
Munich Spatzen,84,4,2-Extra-Punkte,2025
Munich Spatzen 2,4,1,1-Extra-Punkt,2025
Munich Spatzen 2,4,1,Touchdown,2025
Munich Spatzen 2,4,3,First Down,2025
Munich Spatzen 2,19,5,Touchdown,2025
Munich Spatzen 2,19,1,1-Extra-Punkt,2025
Munich Spatzen 2,23,1,Strafe,2025
Munich Spatzen 2,27,1,Interception,2025
Munich Spatzen 2,27,1,Touchdown,2025
Munich Spatzen 2,27,1,Strafe,2025
Munich Spatzen 2,28,1,Strafe,2025
Munich Spatzen 2,28,5,Interception,2025
Munich Spatzen 2,28,1,Touchdown,2025
Munich Spatzen 2,48,3,First Down,2025
Munich Spatzen 2,48,1,1-Extra-Punkt,2025
Munich Spatzen 2,48,7,Touchdown,2025
Munich Spatzen 2,49,1,Touchdown,2025
Munich Spatzen 2,54,1,1-Extra-Punkt,2025
Munich Spatzen 2,64,1,First Down,2025
Munich Spatzen 2,64,3,Touchdown,2025
Munich Spatzen 2,66,1,Strafe,2025
Munich Spatzen 2,81,1,2-Extra-Punkte,2025
Munich Spatzen 2,81,4,First Down,2025
Munich Spatzen 2,81,2,1-Extra-Punkt,2025
Munich Spatzen 2,81,4,Touchdown,2025
Munich Spatzen 2,83,2,First Down,2025
Munich Spatzen 2,83,1,1-Extra-Punkt,2025
Munich Spatzen 2,83,2,Touchdown,2025
Munich Spatzen 2,83,2,2-Extra-Punkte,2025
Munich Spatzen 2,96,1,Safety (+2),2025
Munich Spatzen 2,96,1,Strafe,2025
Munich Spatzen 2,96,1,Interception,2025
Munich Spatzen 3,1,9,1-Extra-Punkt,2025
Munich Spatzen 3,1,5,First Down,2025
Munich Spatzen 3,1,1,2-Extra-Punkte,2025
Munich Spatzen 3,1,7,Touchdown,2025
Munich Spatzen 3,3,1,Strafe,2025
Munich Spatzen 3,7,2,First Down,2025
Munich Spatzen 3,7,1,Touchdown,2025
Munich Spatzen 3,9,1,2-Extra-Punkte,2025
Munich Spatzen 3,9,7,First Down,2025
Munich Spatzen 3,9,8,Touchdown,2025
Munich Spatzen 3,9,5,1-Extra-Punkt,2025
Munich Spatzen 3,12,6,Interception,2025
Munich Spatzen 3,12,2,Touchdown,2025
Munich Spatzen 3,12,1,1-Extra-Punkt,2025
Munich Spatzen 3,15,5,Touchdown,2025
Munich Spatzen 3,15,3,1-Extra-Punkt,2025
Munich Spatzen 3,15,4,First Down,2025
Munich Spatzen 3,23,1,Interception,2025
Munich Spatzen 3,27,4,Touchdown,2025
Munich Spatzen 3,27,3,First Down,2025
Munich Spatzen 3,29,1,Interception,2025
Munich Spatzen 3,30,1,Strafe,2025
Munich Spatzen 3,30,6,First Down,2025
Munich Spatzen 3,30,1,Interception,2025
Munich Spatzen 3,30,3,1-Extra-Punkt,2025
Munich Spatzen 3,30,12,Touchdown,2025
Munich Spatzen 3,37,1,Interception,2025
Munich Spatzen 3,51,1,Strafe,2025
Munich Spatzen 3,51,2,First Down,2025
Munich Spatzen 3,51,1,1-Extra-Punkt,2025
Munich Spatzen 3,57,1,1-Extra-Punkt,2025
Munich Spatzen 3,57,1,2-Extra-Punkte,2025
Munich Spatzen 3,57,1,First Down,2025
Munich Spatzen 3,57,2,Touchdown,2025
Munich Spatzen 3,59,6,First Down,2025
Munich Spatzen 3,59,3,Touchdown,2025
Munich Spatzen 3,59,3,1-Extra-Punkt,2025
Munich Spatzen 3,59,2,Strafe,2025
Munich Spatzen 3,75,3,Touchdown,2025
Munich Spatzen 3,75,8,Interception,2025
Munich Spatzen 3,92,4,First Down,2025
Munich Spatzen 3,92,2,1-Extra-Punkt,2025
Munich Spatzen 3,92,3,Touchdown,2025
Munich Spatzen 3,93,2,Interception,2025
Munich Spatzen 3,93,1,Safety (+2),2025
Munich Spatzen 4,1,2,Touchdown,2025
Munich Spatzen 4,1,11,Interception,2025
Munich Spatzen 4,3,1,Touchdown,2025
Munich Spatzen 4,3,3,Interception,2025
Munich Spatzen 4,4,3,1-Extra-Punkt,2025
Munich Spatzen 4,4,1,Strafe,2025
Munich Spatzen 4,4,2,Touchdown,2025
Munich Spatzen 4,4,3,First Down,2025
Munich Spatzen 4,5,1,Strafe,2025
Munich Spatzen 4,6,1,Interception,2025
Munich Spatzen 4,14,3,Touchdown,2025
Munich Spatzen 4,14,3,First Down,2025
Munich Spatzen 4,14,1,Interception,2025
Munich Spatzen 4,14,3,1-Extra-Punkt,2025
Munich Spatzen 4,14,1,2-Extra-Punkte,2025
Munich Spatzen 4,19,5,Touchdown,2025
Munich Spatzen 4,19,3,First Down,2025
Munich Spatzen 4,19,2,1-Extra-Punkt,2025
Munich Spatzen 4,19,1,Strafe,2025
Munich Spatzen 4,20,1,Interception,2025
Munich Spatzen 4,21,1,Safety (+2),2025
Munich Spatzen 4,21,1,1-Extra-Punkt,2025
Munich Spatzen 4,23,2,Strafe,2025
Munich Spatzen 4,23,1,Touchdown,2025
Munich Spatzen 4,25,2,Touchdown,2025
Munich Spatzen 4,25,1,1-Extra-Punkt,2025
Munich Spatzen 4,25,4,First Down,2025
Munich Spatzen 4,25,1,Interception,2025
Munich Spatzen 4,33,5,Interception,2025
Munich Spatzen 4,33,1,1-Extra-Punkt,2025
Munich Spatzen 4,33,1,Safety (+2),2025
Munich Spatzen 4,34,1,Strafe,2025
Munich Spatzen 4,34,1,1-Extra-Punkt,2025
Munich Spatzen 4,38,3,1-Extra-Punkt,2025
Munich Spatzen 4,38,4,First Down,2025
Munich Spatzen 4,38,11,Touchdown,2025
Munich Spatzen 4,38,3,Strafe,2025
Munich Spatzen 4,43,4,1-Extra-Punkt,2025
Munich Spatzen 4,43,9,First Down,2025
Munich Spatzen 4,43,12,Touchdown,2025
Munich Spatzen 4,48,1,1-Extra-Punkt,2025
Munich Spatzen 4,48,4,First Down,2025
Munich Spatzen 4,48,4,Touchdown,2025
Munich Spatzen 4,51,14,Touchdown,2025
Munich Spatzen 4,51,1,2-Extra-Punkte,2025
Munich Spatzen 4,51,11,1-Extra-Punkt,2025
Munich Spatzen 4,51,10,First Down,2025
Munich Spatzen 4,51,2,Strafe,2025
Munich Spatzen 4,55,5,1-Extra-Punkt,2025
Munich Spatzen 4,55,2,First Down,2025
Munich Spatzen 4,55,6,Touchdown,2025
Munich Spatzen 4,56,3,1-Extra-Punkt,2025
Munich Spatzen 4,56,2,First Down,2025
Munich Spatzen 4,56,8,Touchdown,2025
Munich Spatzen 4,57,1,1-Extra-Punkt,2025
Munich Spatzen 4,57,4,First Down,2025
Munich Spatzen 4,57,3,Touchdown,2025
Munich Spatzen 4,59,1,First Down,2025
Munich Spatzen 4,59,3,Touchdown,2025
Munich Spatzen 4,68,6,Touchdown,2025
Munich Spatzen 4,68,1,2-Extra-Punkte,2025
Munich Spatzen 4,68,1,1-Extra-Punkt,2025
Munich Spatzen 4,79,1,Strafe,2025
Munich Spatzen 4,79,2,Interception,2025
Munich Spatzen 4,85,5,1-Extra-Punkt,2025
Munich Spatzen 4,85,5,First Down,2025
Munich Spatzen 4,85,1,2-Extra-Punkte,2025
Munich Spatzen 4,85,2,Strafe,2025
Munich Spatzen 4,85,5,Touchdown,2025
Munich Spatzen 4,86,20,Touchdown,2025
Munich Spatzen 4,86,8,1-Extra-Punkt,2025
Munich Spatzen 4,86,11,First Down,2025
Munich Spatzen 4,86,1,Strafe,2025
Munich Spatzen 4,88,3,Touchdown,2025
Munich Spatzen 4,88,1,2-Extra-Punkte,2025
Munich Spatzen 4,88,3,1-Extra-Punkt,2025
Munich Spatzen 4,88,2,First Down,2025
Munich Spatzen 4,92,6,1-Extra-Punkt,2025
Munich Spatzen 4,92,2,First Down,2025
Munich Spatzen 4,92,2,Touchdown,2025
Munich Spatzen 4,97,1,Strafe,2025
Munich Spatzen Women,1,2,First Down,2025
Munich Spatzen Women,1,2,1-Extra-Punkt,2025
Munich Spatzen Women,2,5,1-Extra-Punkt,2025
Munich Spatzen Women,2,2,First Down,2025
Munich Spatzen Women,2,6,Touchdown,2025
Munich Spatzen Women,4,2,1-Extra-Punkt,2025
Munich Spatzen Women,4,2,First Down,2025
Munich Spatzen Women,4,1,Strafe,2025
Munich Spatzen Women,4,1,Touchdown,2025
Munich Spatzen Women,5,1,Interception,2025
Munich Spatzen Women,14,3,First Down,2025
Munich Spatzen Women,14,2,Strafe,2025
Munich Spatzen Women,17,8,Touchdown,2025
Munich Spatzen Women,17,4,First Down,2025
Munich Spatzen Women,17,3,1-Extra-Punkt,2025
Munich Spatzen Women,21,3,1-Extra-Punkt,2025
Munich Spatzen Women,21,19,Touchdown,2025
Munich Spatzen Women,21,13,First Down,2025
Munich Spatzen Women,21,1,2-Extra-Punkte,2025
Munich Spatzen Women,22,1,Interception,2025
Munich Spatzen Women,24,3,1-Extra-Punkt,2025
Munich Spatzen Women,24,2,First Down,2025
Munich Spatzen Women,27,2,Interception,2025
Munich Spatzen Women,28,1,Strafe,2025
Munich Spatzen Women,28,1,Touchdown,2025
Munich Spatzen Women,42,1,Touchdown,2025
Munich Spatzen Women,42,1,Interception,2025
Munich Spatzen Women,44,1,Safety (+2),2025
Munich Spatzen Women,72,3,First Down,2025
Munich Spatzen Women,72,4,Touchdown,2025
Munich Spatzen Women,72,2,1-Extra-Punkt,2025
Münster Blackhawks,1,2,Strafe,2025
Münster Blackhawks,5,3,1-Extra-Punkt,2025
Münster Blackhawks,5,6,Touchdown,2025
Münster Blackhawks,5,3,First Down,2025
